"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000038421","Fcrla","Fc receptor-like A [Source:MGI Symbol;Acc:MGI:2138647]"
"ENSMUSG00000030788","Rnf141","ring finger protein 141 [Source:MGI Symbol;Acc:MGI:1914400]"
"ENSMUSG00000105488","Gm44396","predicted gene, 44396 [Source:MGI Symbol;Acc:MGI:5690788]"
"ENSMUSG00000048924","Ccdc125","coiled-coil domain containing 125 [Source:MGI Symbol;Acc:MGI:1923291]"
"ENSMUSG00000015396","Cd83","CD83 antigen [Source:MGI Symbol;Acc:MGI:1328316]"
"ENSMUSG00000064717","Gm24208","predicted gene, 24208 [Source:MGI Symbol;Acc:MGI:5453985]"
"ENSMUSG00000079019","Insl3","insulin-like 3 [Source:MGI Symbol;Acc:MGI:108427]"
"ENSMUSG00000027253","Lrp4","low density lipoprotein receptor-related protein 4 [Source:MGI Symbol;Acc:MGI:2442252]"
"ENSMUSG00000060560","Ces4a","carboxylesterase 4A [Source:MGI Symbol;Acc:MGI:2384581]"
"ENSMUSG00000072919","Noxred1","NADP+ dependent oxidoreductase domain containing 1 [Source:MGI Symbol;Acc:MGI:1918525]"
"ENSMUSG00000040415","Dtx3","deltex 3, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:2135752]"
"ENSMUSG00000013562","4833413E03Rik","RIKEN cDNA 4833413E03 gene [Source:MGI Symbol;Acc:MGI:1925354]"
"ENSMUSG00000105524","Mir3065","microRNA 3065 [Source:MGI Symbol;Acc:MGI:4834238]"
"ENSMUSG00000095180","Rhox5","reproductive homeobox 5 [Source:MGI Symbol;Acc:MGI:97538]"
"ENSMUSG00000097082","4933440J02Rik","RIKEN cDNA 4933440J02 gene [Source:MGI Symbol;Acc:MGI:1918571]"
"ENSMUSG00000098797","Mir6344","microRNA 6344 [Source:MGI Symbol;Acc:MGI:5531222]"
"ENSMUSG00000068604","Gm8225","predicted gene 8225 [Source:MGI Symbol;Acc:MGI:3643826]"
"ENSMUSG00000037942","Crp","C-reactive protein, pentraxin-related [Source:MGI Symbol;Acc:MGI:88512]"
"ENSMUSG00000042870","Tom1","target of myb1 trafficking protein [Source:MGI Symbol;Acc:MGI:1338026]"
"ENSMUSG00000088994","Gm23046","predicted gene, 23046 [Source:MGI Symbol;Acc:MGI:5452823]"
"ENSMUSG00000053985","Zfp14","zinc finger protein 14 [Source:MGI Symbol;Acc:MGI:99160]"
"ENSMUSG00000093905","Gm25023","predicted gene, 25023 [Source:MGI Symbol;Acc:MGI:5454800]"
"ENSMUSG00000015605","Srf","serum response factor [Source:MGI Symbol;Acc:MGI:106658]"
"ENSMUSG00000031461","Myom2","myomesin 2 [Source:MGI Symbol;Acc:MGI:1328358]"
"ENSMUSG00000079502","Cfap77","cilia and flagella associated protein 77 [Source:MGI Symbol;Acc:MGI:2685669]"
"ENSMUSG00000090967","Vmn2r61","vomeronasal 2, receptor 61 [Source:MGI Symbol;Acc:MGI:1351347]"
"ENSMUSG00000095930","Nim1k","NIM1 serine/threonine protein kinase [Source:MGI Symbol;Acc:MGI:2442399]"
"ENSMUSG00000052698","Tln2","talin 2 [Source:MGI Symbol;Acc:MGI:1917799]"
"ENSMUSG00000089033","Gm22163","predicted gene, 22163 [Source:MGI Symbol;Acc:MGI:5451940]"
"ENSMUSG00000027351","Spred1","sprouty protein with EVH-1 domain 1, related sequence [Source:MGI Symbol;Acc:MGI:2150016]"
"ENSMUSG00000094304","Gm24923","predicted gene, 24923 [Source:MGI Symbol;Acc:MGI:5454700]"
"ENSMUSG00000027857","Tshb","thyroid stimulating hormone, beta subunit [Source:MGI Symbol;Acc:MGI:98848]"
"ENSMUSG00000087930","Gm26048","predicted gene, 26048 [Source:MGI Symbol;Acc:MGI:5455825]"
"ENSMUSG00000100237","Gm28644","predicted gene 28644 [Source:MGI Symbol;Acc:MGI:5579350]"
"ENSMUSG00000038838","Vars2","valyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1916165]"
"ENSMUSG00000101162","Gm26728","predicted gene, 26728 [Source:MGI Symbol;Acc:MGI:5477222]"
"ENSMUSG00000024517","Grp","gastrin releasing peptide [Source:MGI Symbol;Acc:MGI:95833]"
"ENSMUSG00000022234","Cct5","chaperonin containing Tcp1, subunit 5 (epsilon) [Source:MGI Symbol;Acc:MGI:107185]"
"ENSMUSG00000026347","Tmem163","transmembrane protein 163 [Source:MGI Symbol;Acc:MGI:1919410]"
"ENSMUSG00000067365","Tmem128","transmembrane protein 128 [Source:MGI Symbol;Acc:MGI:1913559]"
"ENSMUSG00000070601","",""
"ENSMUSG00000070330","Tmem235","transmembrane protein 235 [Source:MGI Symbol;Acc:MGI:3651706]"
"ENSMUSG00000104509","Gm33994","predicted gene, 33994 [Source:MGI Symbol;Acc:MGI:5593153]"
"ENSMUSG00000009378","Slc16a12","solute carrier family 16 (monocarboxylic acid transporters), member 12 [Source:MGI Symbol;Acc:MGI:2147716]"
"ENSMUSG00000091661","Gm17021","predicted gene 17021 [Source:MGI Symbol;Acc:MGI:4937848]"
"ENSMUSG00000040631","Dok4","docking protein 4 [Source:MGI Symbol;Acc:MGI:2148865]"
"ENSMUSG00000047534","Mis18bp1","MIS18 binding protein 1 [Source:MGI Symbol;Acc:MGI:2145099]"
"ENSMUSG00000101252","Ifna6","interferon alpha 6 [Source:MGI Symbol;Acc:MGI:107662]"
"ENSMUSG00000020549","Elac2","elaC ribonuclease Z 2 [Source:MGI Symbol;Acc:MGI:1890496]"
"ENSMUSG00000088481","Gm23644","predicted gene, 23644 [Source:MGI Symbol;Acc:MGI:5453421]"
"ENSMUSG00000076536","Igkv4-86","immunoglobulin kappa variable 4-86 [Source:MGI Symbol;Acc:MGI:2685305]"
"ENSMUSG00000026024","Als2","amyotrophic lateral sclerosis 2 (juvenile) [Source:MGI Symbol;Acc:MGI:1921268]"
"ENSMUSG00000096498","",""
"ENSMUSG00000077541","Gm22021","predicted gene, 22021 [Source:MGI Symbol;Acc:MGI:5451798]"
"ENSMUSG00000002871","Tpra1","transmembrane protein, adipocyte asscociated 1 [Source:MGI Symbol;Acc:MGI:1345190]"
"ENSMUSG00000089270","Gm24551","predicted gene, 24551 [Source:MGI Symbol;Acc:MGI:5454328]"
"ENSMUSG00000104657","",""
"ENSMUSG00000038605","Samd10","sterile alpha motif domain containing 10 [Source:MGI Symbol;Acc:MGI:2443872]"
"ENSMUSG00000001815","Evx2","even-skipped homeobox 2 [Source:MGI Symbol;Acc:MGI:95462]"
"ENSMUSG00000062727","",""
"ENSMUSG00000014504","Srp19","signal recognition particle 19 [Source:MGI Symbol;Acc:MGI:1913634]"
"ENSMUSG00000087863","Gm24442","predicted gene, 24442 [Source:MGI Symbol;Acc:MGI:5454219]"
"ENSMUSG00000020474","Polm","polymerase (DNA directed), mu [Source:MGI Symbol;Acc:MGI:1860191]"
"ENSMUSG00000027568","Ntsr1","neurotensin receptor 1 [Source:MGI Symbol;Acc:MGI:97386]"
"ENSMUSG00000072825","Cep170b","centrosomal protein 170B [Source:MGI Symbol;Acc:MGI:2145043]"
"ENSMUSG00000077050","Gm24544","predicted gene, 24544 [Source:MGI Symbol;Acc:MGI:5454321]"
"ENSMUSG00000061524","Zic2","zinc finger protein of the cerebellum 2 [Source:MGI Symbol;Acc:MGI:106679]"
"ENSMUSG00000099072","Mir7673","microRNA 7673 [Source:MGI Symbol;Acc:MGI:5530951]"
"ENSMUSG00000092607","Scnm1","sodium channel modifier 1 [Source:MGI Symbol;Acc:MGI:1341284]"
"ENSMUSG00000031574","Star","steroidogenic acute regulatory protein [Source:MGI Symbol;Acc:MGI:102760]"
"ENSMUSG00000085271","E130006D01Rik","RIKEN cDNA E130006D01 gene [Source:MGI Symbol;Acc:MGI:2685527]"
"ENSMUSG00000017733","Eppin","epididymal peptidase inhibitor [Source:MGI Symbol;Acc:MGI:1922776]"
"ENSMUSG00000078639","Gm12695","predicted gene 12695 [Source:MGI Symbol;Acc:MGI:3650206]"
"ENSMUSG00000024118","1600002H07Rik","RIKEN cDNA 1600002H07 gene [Source:MGI Symbol;Acc:MGI:1919266]"
"ENSMUSG00000047594","Olfr1122","olfactory receptor 1122 [Source:MGI Symbol;Acc:MGI:3030956]"
"ENSMUSG00000039771","Polr2j","polymerase (RNA) II (DNA directed) polypeptide J [Source:MGI Symbol;Acc:MGI:109582]"
"ENSMUSG00000053268","Dspp","dentin sialophosphoprotein [Source:MGI Symbol;Acc:MGI:109172]"
"ENSMUSG00000021263","Degs2","delta(4)-desaturase, sphingolipid 2 [Source:MGI Symbol;Acc:MGI:1917309]"
"ENSMUSG00000031233","Pgk2","phosphoglycerate kinase 2 [Source:MGI Symbol;Acc:MGI:97563]"
"ENSMUSG00000084564","Mir1895","microRNA 1895 [Source:MGI Symbol;Acc:MGI:3811410]"
"ENSMUSG00000010021","Kif19a","kinesin family member 19A [Source:MGI Symbol;Acc:MGI:2447024]"
"ENSMUSG00000036672","Cenpt","centromere protein T [Source:MGI Symbol;Acc:MGI:2443939]"
"ENSMUSG00000057454","Lypd3","Ly6/Plaur domain containing 3 [Source:MGI Symbol;Acc:MGI:1919684]"
"ENSMUSG00000032123","Dpagt1","dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase) [Source:MGI Symbol;Acc:MGI:1196396]"
"ENSMUSG00000018930","Ccl4","chemokine (C-C motif) ligand 4 [Source:MGI Symbol;Acc:MGI:98261]"
"ENSMUSG00000077339","Gm23010","predicted gene, 23010 [Source:MGI Symbol;Acc:MGI:5452787]"
"ENSMUSG00000043467","Zbtb37","zinc finger and BTB domain containing 37 [Source:MGI Symbol;Acc:MGI:2444467]"
"ENSMUSG00000024580","Grpel2","GrpE-like 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1334416]"
"ENSMUSG00000087958","Gm22563","predicted gene, 22563 [Source:MGI Symbol;Acc:MGI:5452340]"
"ENSMUSG00000036938","Try5","trypsin 5 [Source:MGI Symbol;Acc:MGI:102756]"
"ENSMUSG00000088657","Gm24847","predicted gene, 24847 [Source:MGI Symbol;Acc:MGI:5454624]"
"ENSMUSG00000100058","Scgb2b18","secretoglobin, family 2B, member 18 [Source:MGI Symbol;Acc:MGI:3782872]"
"ENSMUSG00000100967","Gm29666","predicted gene 29666 [Source:MGI Symbol;Acc:MGI:5580372]"
"ENSMUSG00000108132","Gm44175","predicted gene, 44175 [Source:MGI Symbol;Acc:MGI:5690567]"
"ENSMUSG00000018001","Cyth3","cytohesin 3 [Source:MGI Symbol;Acc:MGI:1335107]"
"ENSMUSG00000039372","March4","membrane-associated ring finger (C3HC4) 4 [Source:MGI Symbol;Acc:MGI:2683550]"
"ENSMUSG00000018322","Tomm34","translocase of outer mitochondrial membrane 34 [Source:MGI Symbol;Acc:MGI:1914395]"
"ENSMUSG00000042269","Fam92b","family with sequence similarity 92, member B [Source:MGI Symbol;Acc:MGI:3588213]"
"ENSMUSG00000002625","Akap8l","A kinase (PRKA) anchor protein 8-like [Source:MGI Symbol;Acc:MGI:1860606]"
"ENSMUSG00000096330","",""
"ENSMUSG00000044349","Snhg11","small nucleolar RNA host gene 11 [Source:MGI Symbol;Acc:MGI:2441845]"
"ENSMUSG00000041165","Spem1","sperm maturation 1 [Source:MGI Symbol;Acc:MGI:1921538]"
"ENSMUSG00000075093","Olfr1231","olfactory receptor 1231 [Source:MGI Symbol;Acc:MGI:3031065]"
"ENSMUSG00000096584","Olfr611","olfactory receptor 611 [Source:MGI Symbol;Acc:MGI:3030445]"
"ENSMUSG00000035139","Secisbp2","SECIS binding protein 2 [Source:MGI Symbol;Acc:MGI:1922670]"
"ENSMUSG00000026224","4933407L21Rik","RIKEN cDNA 4933407L21 gene [Source:MGI Symbol;Acc:MGI:1918391]"
"ENSMUSG00000095497","Igkv1-122","immunoglobulin kappa chain variable 1-122 [Source:MGI Symbol;Acc:MGI:4439722]"
"ENSMUSG00000020189","Osbpl8","oxysterol binding protein-like 8 [Source:MGI Symbol;Acc:MGI:2443807]"
"ENSMUSG00000100280","",""
"ENSMUSG00000048988","Elfn1","leucine rich repeat and fibronectin type III, extracellular 1 [Source:MGI Symbol;Acc:MGI:2442479]"
"ENSMUSG00000031532","Saraf","store-operated calcium entry-associated regulatory factor [Source:MGI Symbol;Acc:MGI:1915137]"
"ENSMUSG00000074579","Lekr1","leucine, glutamate and lysine rich 1 [Source:MGI Symbol;Acc:MGI:3645902]"
"ENSMUSG00000020875","Hoxb9","homeobox B9 [Source:MGI Symbol;Acc:MGI:96190]"
"ENSMUSG00000022100","Xpo7","exportin 7 [Source:MGI Symbol;Acc:MGI:1929705]"
"ENSMUSG00000073468","Sft2d1","SFT2 domain containing 1 [Source:MGI Symbol;Acc:MGI:1918689]"
"ENSMUSG00000046417","Lrrc75a","leucine rich repeat containing 75A [Source:MGI Symbol;Acc:MGI:2682293]"
"ENSMUSG00000036898","Zfp157","zinc finger protein 157 [Source:MGI Symbol;Acc:MGI:1919404]"
"ENSMUSG00000032257","Ankk1","ankyrin repeat and kinase domain containing 1 [Source:MGI Symbol;Acc:MGI:3045301]"
"ENSMUSG00000089073","Gm23380","predicted gene, 23380 [Source:MGI Symbol;Acc:MGI:5453157]"
"ENSMUSG00000002274","Metrn","meteorin, glial cell differentiation regulator [Source:MGI Symbol;Acc:MGI:1917333]"
"ENSMUSG00000077253","Gm26076","predicted gene, 26076 [Source:MGI Symbol;Acc:MGI:5455853]"
"ENSMUSG00000036602","Alx1","ALX homeobox 1 [Source:MGI Symbol;Acc:MGI:104621]"
"ENSMUSG00000041771","Slc24a4","solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 [Source:MGI Symbol;Acc:MGI:2447362]"
"ENSMUSG00000040025","",""
"ENSMUSG00000093302","Gm23801","predicted gene, 23801 [Source:MGI Symbol;Acc:MGI:5453578]"
"ENSMUSG00000027522","Stx16","syntaxin 16 [Source:MGI Symbol;Acc:MGI:1923396]"
"ENSMUSG00000024841","Eif1ad","eukaryotic translation initiation factor 1A domain containing [Source:MGI Symbol;Acc:MGI:1917110]"
"ENSMUSG00000100711","Gm29461","predicted gene 29461 [Source:MGI Symbol;Acc:MGI:5580167]"
"ENSMUSG00000038146","Notch3","notch 3 [Source:MGI Symbol;Acc:MGI:99460]"
"ENSMUSG00000089997","1810020O05Rik","Riken cDNA 1810020O05 gene [Source:MGI Symbol;Acc:MGI:3586838]"
"ENSMUSG00000018862","Otop3","otopetrin 3 [Source:MGI Symbol;Acc:MGI:1916852]"
"ENSMUSG00000027111","Itga6","integrin alpha 6 [Source:MGI Symbol;Acc:MGI:96605]"
"ENSMUSG00000098387","Pet117","PET117 homolog [Source:MGI Symbol;Acc:MGI:5295678]"
"ENSMUSG00000105589","",""
"ENSMUSG00000054087","",""
"ENSMUSG00000068823","Csde1","cold shock domain containing E1, RNA binding [Source:MGI Symbol;Acc:MGI:92356]"
"ENSMUSG00000020956","Dtd2","D-tyrosyl-tRNA deacylase 2 [Source:MGI Symbol;Acc:MGI:1923485]"
"ENSMUSG00000043085","Tmem82","transmembrane protein 82 [Source:MGI Symbol;Acc:MGI:2384869]"
"ENSMUSG00000020940","1700023F06Rik","RIKEN cDNA 1700023F06 gene [Source:MGI Symbol;Acc:MGI:1916691]"
"ENSMUSG00000032932","Hspa13","heat shock protein 70 family, member 13 [Source:MGI Symbol;Acc:MGI:1309463]"
"ENSMUSG00000036615","Rfxap","regulatory factor X-associated protein [Source:MGI Symbol;Acc:MGI:2180854]"
"ENSMUSG00000034105","Tldc1","TBC/LysM associated domain containing 1 [Source:MGI Symbol;Acc:MGI:1921597]"
"ENSMUSG00000038733","Wdr26","WD repeat domain 26 [Source:MGI Symbol;Acc:MGI:1923825]"
"ENSMUSG00000037003","Tns2","tensin 2 [Source:MGI Symbol;Acc:MGI:2387586]"
"ENSMUSG00000027902","Chil6","chitinase-like 6 [Source:MGI Symbol;Acc:MGI:2682303]"
"ENSMUSG00000096427","Olfr895","olfactory receptor 895 [Source:MGI Symbol;Acc:MGI:3030729]"
"ENSMUSG00000005936","Kctd20","potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239]"
"ENSMUSG00000047368","Abhd17b","abhydrolase domain containing 17B [Source:MGI Symbol;Acc:MGI:1917816]"
"ENSMUSG00000094942","",""
"ENSMUSG00000104856","Rnu3b1","U3B small nuclear RNA 1 [Source:MGI Symbol;Acc:MGI:97985]"
"ENSMUSG00000098641","Rnu3b1","U3B small nuclear RNA 1 [Source:MGI Symbol;Acc:MGI:97985]"
"ENSMUSG00000105118","Mir3084-2","microRNA 3084-2 [Source:MGI Symbol;Acc:MGI:5562754]"
"ENSMUSG00000005124","Wisp1","WNT1 inducible signaling pathway protein 1 [Source:MGI Symbol;Acc:MGI:1197008]"
"ENSMUSG00000089331","Gm24345","predicted gene, 24345 [Source:MGI Symbol;Acc:MGI:5454122]"
"ENSMUSG00000089147","Gm25267","predicted gene, 25267 [Source:MGI Symbol;Acc:MGI:5455044]"
"ENSMUSG00000036873","2410004B18Rik","RIKEN cDNA 2410004B18 gene [Source:MGI Symbol;Acc:MGI:1913671]"
"ENSMUSG00000080516","Gm22197","predicted gene, 22197 [Source:MGI Symbol;Acc:MGI:5451974]"
"ENSMUSG00000094146","Gm10142","predicted gene 10142 [Source:MGI Symbol;Acc:MGI:3641725]"
"ENSMUSG00000019849","Prep","prolyl endopeptidase [Source:MGI Symbol;Acc:MGI:1270863]"
"ENSMUSG00000007867","Ift43","intraflagellar transport 43 [Source:MGI Symbol;Acc:MGI:1923661]"
"ENSMUSG00000058656","Samd12","sterile alpha motif domain containing 12 [Source:MGI Symbol;Acc:MGI:2444518]"
"ENSMUSG00000063972","Nr6a1","nuclear receptor subfamily 6, group A, member 1 [Source:MGI Symbol;Acc:MGI:1352459]"
"ENSMUSG00000075826","Gm23691","predicted gene, 23691 [Source:MGI Symbol;Acc:MGI:5453468]"
"ENSMUSG00000088651","Gm24853","predicted gene, 24853 [Source:MGI Symbol;Acc:MGI:5454630]"
"ENSMUSG00000064455","n-R5s56","nuclear encoded rRNA 5S 56 [Source:MGI Symbol;Acc:MGI:4421901]"
"ENSMUSG00000070880","Gad1","glutamate decarboxylase 1 [Source:MGI Symbol;Acc:MGI:95632]"
"ENSMUSG00000003099","Ppp5c","protein phosphatase 5, catalytic subunit [Source:MGI Symbol;Acc:MGI:102666]"
"ENSMUSG00000075573","Defb47","defensin beta 47 [Source:MGI Symbol;Acc:MGI:3644478]"
"ENSMUSG00000020801","Med31","mediator complex subunit 31 [Source:MGI Symbol;Acc:MGI:1914529]"
"ENSMUSG00000059994","Fcrl1","Fc receptor-like 1 [Source:MGI Symbol;Acc:MGI:2442862]"
"ENSMUSG00000064463","Gm25079","predicted gene, 25079 [Source:MGI Symbol;Acc:MGI:5454856]"
"ENSMUSG00000088709","Gm25557","predicted gene, 25557 [Source:MGI Symbol;Acc:MGI:5455334]"
"ENSMUSG00000025169","Ogfod3","2-oxoglutarate and iron-dependent oxygenase domain containing 3 [Source:MGI Symbol;Acc:MGI:1913429]"
"ENSMUSG00000050623","Tex40","testis expressed 40 [Source:MGI Symbol;Acc:MGI:1914327]"
"ENSMUSG00000079109","Pms2","postmeiotic segregation increased 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:104288]"
"ENSMUSG00000020160","Meis1","Meis homeobox 1 [Source:MGI Symbol;Acc:MGI:104717]"
"ENSMUSG00000038782","",""
"ENSMUSG00000006169","Clint1","clathrin interactor 1 [Source:MGI Symbol;Acc:MGI:2144243]"
"ENSMUSG00000047197","Gjd3","gap junction protein, delta 3 [Source:MGI Symbol;Acc:MGI:2384150]"
"ENSMUSG00000097051","Gm26836","predicted gene, 26836 [Source:MGI Symbol;Acc:MGI:5477330]"
"ENSMUSG00000063660","Olfr98","olfactory receptor 98 [Source:MGI Symbol;Acc:MGI:2177481]"
"ENSMUSG00000095070","Gm24508","predicted gene, 24508 [Source:MGI Symbol;Acc:MGI:5454285]"
"ENSMUSG00000077708","Gm24071","predicted gene, 24071 [Source:MGI Symbol;Acc:MGI:5453848]"
"ENSMUSG00000106718","Gm20052","predicted gene, 20052 [Source:MGI Symbol;Acc:MGI:5012237]"
"ENSMUSG00000021273","Fdft1","farnesyl diphosphate farnesyl transferase 1 [Source:MGI Symbol;Acc:MGI:102706]"
"ENSMUSG00000041986","Elmod1","ELMO/CED-12 domain containing 1 [Source:MGI Symbol;Acc:MGI:3583900]"
"ENSMUSG00000006311","Etv2","ets variant 2 [Source:MGI Symbol;Acc:MGI:99253]"
"ENSMUSG00000005410","Mcm5","minichromosome maintenance complex component 5 [Source:MGI Symbol;Acc:MGI:103197]"
"ENSMUSG00000071347","C1qtnf9","C1q and tumor necrosis factor related protein 9 [Source:MGI Symbol;Acc:MGI:3045252]"
"ENSMUSG00000039298","Cdk5rap2","CDK5 regulatory subunit associated protein 2 [Source:MGI Symbol;Acc:MGI:2384875]"
"ENSMUSG00000036676","Tmtc3","transmembrane and tetratricopeptide repeat containing 3 [Source:MGI Symbol;Acc:MGI:3036255]"
"ENSMUSG00000084517","Gm22480","predicted gene, 22480 [Source:MGI Symbol;Acc:MGI:5452257]"
"ENSMUSG00000029544","Cabp1","calcium binding protein 1 [Source:MGI Symbol;Acc:MGI:1352750]"
"ENSMUSG00000056167","Cnot10","CCR4-NOT transcription complex, subunit 10 [Source:MGI Symbol;Acc:MGI:1926143]"
"ENSMUSG00000065623","Gm24762","predicted gene, 24762 [Source:MGI Symbol;Acc:MGI:5454539]"
"ENSMUSG00000030471","Zdhhc13","zinc finger, DHHC domain containing 13 [Source:MGI Symbol;Acc:MGI:1919227]"
"ENSMUSG00000049382","Krt8","keratin 8 [Source:MGI Symbol;Acc:MGI:96705]"
"ENSMUSG00000058056","Palld","palladin, cytoskeletal associated protein [Source:MGI Symbol;Acc:MGI:1919583]"
"ENSMUSG00000031516","Dctn6","dynactin 6 [Source:MGI Symbol;Acc:MGI:1343154]"
"ENSMUSG00000054763","Defb42","defensin beta 42 [Source:MGI Symbol;Acc:MGI:3033850]"
"ENSMUSG00000070305","Mpzl3","myelin protein zero-like 3 [Source:MGI Symbol;Acc:MGI:2442647]"
"ENSMUSG00000097458","Gm26697","predicted gene, 26697 [Source:MGI Symbol;Acc:MGI:5477191]"
"ENSMUSG00000054520","Sh3bp2","SH3-domain binding protein 2 [Source:MGI Symbol;Acc:MGI:1346349]"
"ENSMUSG00000085795","Zfp703","zinc finger protein 703 [Source:MGI Symbol;Acc:MGI:2662729]"
"ENSMUSG00000046269","Usp27x","ubiquitin specific peptidase 27, X chromosome [Source:MGI Symbol;Acc:MGI:1859645]"
"ENSMUSG00000061549","Olfr301","olfactory receptor 301 [Source:MGI Symbol;Acc:MGI:3030135]"
"ENSMUSG00000103585","Pcdhgb4","protocadherin gamma subfamily B, 4 [Source:MGI Symbol;Acc:MGI:1935173]"
"ENSMUSG00000025794","Rpl14","ribosomal protein L14 [Source:MGI Symbol;Acc:MGI:1914365]"
"ENSMUSG00000030877","Mfsd13b","major facilitator superfamily domain containing 13B [Source:MGI Symbol;Acc:MGI:1921716]"
"ENSMUSG00000018566","Slc2a4","solute carrier family 2 (facilitated glucose transporter), member 4 [Source:MGI Symbol;Acc:MGI:95758]"
"ENSMUSG00000020657","Dnajc27","DnaJ heat shock protein family (Hsp40) member C27 [Source:MGI Symbol;Acc:MGI:2443036]"
"ENSMUSG00000045374","Wdr81","WD repeat domain 81 [Source:MGI Symbol;Acc:MGI:2681828]"
"ENSMUSG00000086644","Gm13470","predicted gene 13470 [Source:MGI Symbol;Acc:MGI:3649387]"
"ENSMUSG00000097862","Gm26859","predicted gene, 26859 [Source:MGI Symbol;Acc:MGI:5477353]"
"ENSMUSG00000027358","Bmp2","bone morphogenetic protein 2 [Source:MGI Symbol;Acc:MGI:88177]"
"ENSMUSG00000000791","Il12rb1","interleukin 12 receptor, beta 1 [Source:MGI Symbol;Acc:MGI:104579]"
"ENSMUSG00000088782","Gm25375","predicted gene, 25375 [Source:MGI Symbol;Acc:MGI:5455152]"
"ENSMUSG00000033544","Angptl1","angiopoietin-like 1 [Source:MGI Symbol;Acc:MGI:1919963]"
"ENSMUSG00000032475","Nck1","non-catalytic region of tyrosine kinase adaptor protein 1 [Source:MGI Symbol;Acc:MGI:109601]"
"ENSMUSG00000087823","Gm22281","predicted gene, 22281 [Source:MGI Symbol;Acc:MGI:5452058]"
"ENSMUSG00000060461","Dppa5a","developmental pluripotency associated 5A [Source:MGI Symbol;Acc:MGI:101800]"
"ENSMUSG00000020029","Nudt4","nudix (nucleoside diphosphate linked moiety X)-type motif 4 [Source:MGI Symbol;Acc:MGI:1918457]"
"ENSMUSG00000031453","Rasa3","RAS p21 protein activator 3 [Source:MGI Symbol;Acc:MGI:1197013]"
"ENSMUSG00000026174","Cnot9","CCR4-NOT transcription complex, subunit 9 [Source:MGI Symbol;Acc:MGI:1928902]"
"ENSMUSG00000025838","Pramel6","preferentially expressed antigen in melanoma like 6 [Source:MGI Symbol;Acc:MGI:2156390]"
"ENSMUSG00000043372","Hexim2","hexamethylene bis-acetamide inducible 2 [Source:MGI Symbol;Acc:MGI:1918309]"
"ENSMUSG00000076138","Gm26377","predicted gene, 26377 [Source:MGI Symbol;Acc:MGI:5456154]"
"ENSMUSG00000026615","Eprs","glutamyl-prolyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:97838]"
"ENSMUSG00000068614","Actc1","actin, alpha, cardiac muscle 1 [Source:MGI Symbol;Acc:MGI:87905]"
"ENSMUSG00000079317","Trappc2","trafficking protein particle complex 2 [Source:MGI Symbol;Acc:MGI:1913476]"
"ENSMUSG00000110234","",""
"ENSMUSG00000086892","4933430M04Rik","RIKEN cDNA 4933430M04 gene [Source:MGI Symbol;Acc:MGI:1918566]"
