ensembl_gene_id,external_gene_name,"gene_description"
ENSG00000189299,FOXR2,"forkhead box R2 "
ENSG00000263753,LINC00667,"long intergenic non-protein coding RNA 667 "
ENSG00000114013,CD86,"CD86 molecule "
ENSG00000173349,SFT2D3,"SFT2 domain containing 3 "
ENSG00000206467,OR2H2,"olfactory receptor, family 2, subfamily H, member 2 "
ENSG00000230467,RNF39,"ring finger protein 39 "
ENSG00000265188,RP11-835E18.4,""
ENSG00000148950,IMMP1L,"IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae) "
ENSG00000106460,TMEM106B,"transmembrane protein 106B "
ENSG00000264254,CTD-3096M3.1,""
ENSG00000029725,RABEP1,"rabaptin, RAB GTPase binding effector protein 1 "
ENSG00000110195,FOLR1,"folate receptor 1 (adult) "
ENSG00000117069,ST6GALNAC5,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 "
ENSG00000266288,CTD-3096M3.2,""
ENSG00000265316,RP11-286N3.1,""
ENSG00000252576,snR65,"Small nucleolar RNA snR65 "
ENSG00000083750,RRAGB,"Ras-related GTP binding B "
ENSG00000264000,RP11-286N3.2,""
ENSG00000204614,TRIM40,"tripartite motif containing 40 "
ENSG00000135048,TMEM2,"transmembrane protein 2 "
ENSG00000070018,LRP6,"low density lipoprotein receptor-related protein 6 "
ENSG00000252572,SNORD112,"Small nucleolar RNA SNORD112 "
ENSG00000252432,AP001032.1,""
ENSG00000115020,PIKFYVE,"phosphoinositide kinase, FYVE finger containing "
ENSG00000147257,GPC3,"glypican 3 "
ENSG00000261738,RP11-945C19.1,""
ENSG00000140798,ABCC12,"ATP-binding cassette, sub-family C (CFTR/MRP), member 12 "
ENSG00000139800,ZIC5,"Zic family member 5 "
ENSG00000272380,MIR3976,"microRNA 3976 "
ENSG00000148541,FAM13C,"family with sequence similarity 13, member C "
ENSG00000264449,RP11-945C19.4,""
ENSG00000137868,STRA6,"stimulated by retinoic acid 6 "
ENSG00000248496,SCAND3,"SCAN domain containing 3 "
ENSG00000144231,POLR2D,"polymerase (RNA) II (DNA directed) polypeptide D "
ENSG00000265487,RP11-793A3.1,""
ENSG00000200637,RNU5F-3P,"RNA, U5F small nuclear 3, pseudogene "
ENSG00000266846,RP11-793A3.2,""
ENSG00000258247,RP11-167N24.6,"Uncharacterized protein  "
ENSG00000043355,ZIC2,"Zic family member 2 "
ENSG00000264707,RP11-760N9.1,""
ENSG00000184867,ARMCX2,"armadillo repeat containing, X-linked 2 "
ENSG00000264058,KRT222,""
ENSG00000169733,RFNG,"RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase "
ENSG00000265628,RN7SL723P,"RNA, 7SL, cytoplasmic 723, pseudogene "
ENSG00000199272,RNU6-349P,"RNA, U6 small nuclear 349, pseudogene "
ENSG00000235552,RPL6P27,"ribosomal protein L6 pseudogene 27 "
ENSG00000143643,TTC13,"tetratricopeptide repeat domain 13 "
ENSG00000266065,CTD-2124B20.2,""
ENSG00000257917,AL901607.1,""
ENSG00000226651,CLIC1,"chloride intracellular channel 1 "
ENSG00000265174,CTD-2124B20.3,""
ENSG00000113742,CPEB4,"cytoplasmic polyadenylation element binding protein 4 "
ENSG00000243591,RN7SL282P,"RNA, 7SL, cytoplasmic 282, pseudogene "
ENSG00000255671,RP11-283I3.1,""
ENSG00000261627,RP11-91I8.1,""
ENSG00000266441,RP11-91I8.3,""
ENSG00000256577,RP11-283I3.2,""
ENSG00000067836,ROGDI,"rogdi homolog (Drosophila) "
ENSG00000142892,PIGK,"phosphatidylinositol glycan anchor biosynthesis, class K "
ENSG00000255746,RP11-283I3.4,""
ENSG00000263797,RP11-146G7.2,""
ENSG00000109911,ELP4,"elongator acetyltransferase complex subunit 4 "
ENSG00000232641,MOG,"myelin oligodendrocyte glycoprotein "
ENSG00000203952,CCDC160,"coiled-coil domain containing 160 "
ENSG00000265933,LINC00668,"long intergenic non-protein coding RNA 668 "
ENSG00000165457,FOLR2,"folate receptor 2 (fetal) "
ENSG00000204613,TRIM10,"tripartite motif containing 10 "
ENSG00000178607,ERN1,"endoplasmic reticulum to nucleus signaling 1 "
ENSG00000008311,AASS,"aminoadipate-semialdehyde synthase "
ENSG00000114480,GBE1,"glucan (1,4-alpha-), branching enzyme 1 "
ENSG00000109736,MFSD10,"major facilitator superfamily domain containing 10 "
ENSG00000157212,PAXIP1,"PAX interacting (with transcription-activation domain) protein 1 "
ENSG00000264127,SCML2P1,"sex comb on midleg-like 2 (Drosophila) pseudogene 1 "
ENSG00000251897,RNU6-916P,"RNA, U6 small nuclear 916, pseudogene "
ENSG00000265069,RP11-781P6.1,""
ENSG00000265890,RN7SL537P,"RNA, 7SL, cytoplasmic 537, pseudogene "
ENSG00000265869,RP11-76K13.2,""
ENSG00000233932,CTXN2,"cortexin 2 "
ENSG00000109132,PHOX2B,"paired-like homeobox 2b "
ENSG00000237071,TRIM27,"tripartite motif containing 27 "
ENSG00000264475,RP11-76K13.3,""
ENSG00000261799,RP11-283I3.6,""
ENSG00000263716,SLC25A51P2,"solute carrier family 25, member 51 pseudogene 2 "
ENSG00000154864,PIEZO2,"piezo-type mechanosensitive ion channel component 2 "
ENSG00000256020,RP5-1154L15.2,""
ENSG00000156531,PHF6,"PHD finger protein 6 "
ENSG00000238370,RNU7-103P,"RNA, U7 small nuclear 103 pseudogene "
ENSG00000255825,RP5-1154L15.1,""
ENSG00000177406,RP11-218M22.1,""
ENSG00000111142,METAP2,"methionyl aminopeptidase 2 "
ENSG00000242515,UGT1A10,"UDP glucuronosyltransferase 1 family, polypeptide A10 "
ENSG00000175198,PCCA,"propionyl CoA carboxylase, alpha polypeptide "
ENSG00000256672,RP11-218M22.2,""
ENSG00000144233,AMMECR1L,"AMMECR1-like "
ENSG00000221439,RNU4ATAC16P,"RNA, U4atac small nuclear 16, pseudogene "
ENSG00000029364,SLC39A9,"solute carrier family 39, member 9 "
ENSG00000250132,RP11-359B12.2,""
ENSG00000255633,MTRNR2L9,"MT-RNR2-like 9 (pseudogene) "
ENSG00000265997,RN7SL852P,"RNA, 7SL, cytoplasmic 852, pseudogene "
ENSG00000249028,RP5-951N9.1,""
ENSG00000267285,RP5-951N9.2,""
ENSG00000183186,C2CD4C,"C2 calcium-dependent domain containing 4C "
ENSG00000249628,LINC00942,"long intergenic non-protein coding RNA 942 "
ENSG00000107362,ABHD17B,"abhydrolase domain containing 17B "
ENSG00000233889,AL353698.1,"Uncharacterized protein  "
ENSG00000112232,KHDRBS2,"KH domain containing, RNA binding, signal transduction associated 2 "
ENSG00000266043,MIR3649,"microRNA 3649 "
ENSG00000181013,C17orf47,"chromosome 17 open reading frame 47 "
ENSG00000109133,TMEM33,"transmembrane protein 33 "
ENSG00000223858,ZFP57,"ZFP57 zinc finger protein "
ENSG00000185056,C5orf47,"chromosome 5 open reading frame 47 "
ENSG00000224168,TRIM31,"tripartite motif containing 31 "
ENSG00000129673,AANAT,"aralkylamine N-acetyltransferase "
ENSG00000154027,AK5,"adenylate kinase 5 "
ENSG00000102349,KLF8,"Kruppel-like factor 8 "
ENSG00000129946,SHC2,"SHC (Src homology 2 domain containing) transforming protein 2 "
ENSG00000155621,C9orf85,"chromosome 9 open reading frame 85 "
ENSG00000036828,CASR,"calcium-sensing receptor "
ENSG00000135317,SNX14,"sorting nexin 14 "
ENSG00000165458,INPPL1,"inositol polyphosphate phosphatase-like 1 "
ENSG00000228859,LY6G6C,"lymphocyte antigen 6 complex, locus G6C "
ENSG00000241119,UGT1A9,"UDP glucuronosyltransferase 1 family, polypeptide A9 "
ENSG00000010361,FUZ,"fuzzy planar cell polarity protein "
ENSG00000180198,RCC1,"regulator of chromosome condensation 1 "
ENSG00000234487,HLA-F,"major histocompatibility complex, class I, F "
ENSG00000120963,ZNF706,"zinc finger protein 706 "
ENSG00000244122,UGT1A7,"UDP glucuronosyltransferase 1 family, polypeptide A7 "
ENSG00000074803,SLC12A1,"solute carrier family 12 (sodium/potassium/chloride transporter), member 1 "
ENSG00000204669,C9orf57,"chromosome 9 open reading frame 57 "
ENSG00000136478,TEX2,"testis expressed 2 "
ENSG00000173409,ARV1,"ARV1 homolog (S. cerevisiae) "
ENSG00000213424,KRT222,"keratin 222 "
ENSG00000213132,AC022498.1,"Uncharacterized protein  "
ENSG00000181781,ODF3L2,"outer dense fiber of sperm tails 3-like 2 "
ENSG00000233931,TRIM40,"tripartite motif containing 40 "
ENSG00000087269,NOP14,"NOP14 nucleolar protein "
ENSG00000115758,ODC1,"ornithine decarboxylase 1 "
ENSG00000134864,GGACT,"gamma-glutamylamine cyclotransferase "
ENSG00000227317,DDAH2,"dimethylarginine dimethylaminohydrolase 2 "
ENSG00000182118,FAM89A,"family with sequence similarity 89, member A "
ENSG00000147509,RGS20,"regulator of G-protein signaling 20 "
ENSG00000100461,RBM23,"RNA binding motif protein 23 "
ENSG00000235878,AP001468.1,"Protein LOC101060037  "
ENSG00000006634,DBF4,"DBF4 homolog (S. cerevisiae) "
ENSG00000099866,MADCAM1,"mucosal vascular addressin cell adhesion molecule 1 "
ENSG00000170091,NSG2,"Neuron-specific protein family member 2  "
ENSG00000163263,C1orf189,"chromosome 1 open reading frame 189 "
ENSG00000115828,QPCT,"glutaminyl-peptide cyclotransferase "
ENSG00000230961,MSH5,"mutS homolog 5 "
ENSG00000196588,MKL1,"megakaryoblastic leukemia (translocation) 1 "
ENSG00000121101,TEX14,"testis expressed 14 "
ENSG00000083307,GRHL2,"grainyhead-like 2 (Drosophila) "
ENSG00000119283,TRIM67,"tripartite motif containing 67 "
ENSG00000198003,CCDC151,"coiled-coil domain containing 151 "
ENSG00000188001,TPRG1,"tumor protein p63 regulated 1 "
ENSG00000271500,RP11-288K12.1,""
ENSG00000243663,RPS4XP14,"ribosomal protein S4X pseudogene 14 "
ENSG00000256706,RP5-1096D14.3,""
ENSG00000136715,SAP130,"Sin3A-associated protein, 130kDa "
ENSG00000036549,ZZZ3,"zinc finger, ZZ-type containing 3 "
ENSG00000198225,FKBP1C,"FK506 binding protein 1C "
ENSG00000165533,TTC8,"tetratricopeptide repeat domain 8 "
ENSG00000116251,RPL22,"ribosomal protein L22 "
ENSG00000172171,TEFM,"transcription elongation factor, mitochondrial "
ENSG00000119125,GDA,"guanine deaminase "
ENSG00000196876,SCN8A,"sodium channel, voltage gated, type VIII, alpha subunit "
ENSG00000125247,TMTC4,"transmembrane and tetratricopeptide repeat containing 4 "
ENSG00000146166,LGSN,"lengsin, lens protein with glutamine synthetase domain "
ENSG00000134028,ADAMDEC1,"ADAM-like, decysin 1 "
ENSG00000142319,SLC6A3,"solute carrier family 6 (neurotransmitter transporter), member 3 "
ENSG00000144290,SLC4A10,"solute carrier family 4, sodium bicarbonate transporter, member 10 "
ENSG00000180098,TRNAU1AP,"tRNA selenocysteine 1 associated protein 1 "
ENSG00000212626,SNORA48,"Small nucleolar RNA SNORA48 "
ENSG00000221631,AP000897.1,""
ENSG00000167916,KRT24,"keratin 24 "
ENSG00000266767,RP11-678G15.2,""
ENSG00000264596,RP11-678G15.1,""
ENSG00000212857,AL356585.1,""
ENSG00000263827,AP005118.1,""
ENSG00000215719,AL356585.3,""
ENSG00000167165,UGT1A6,"UDP glucuronosyltransferase 1 family, polypeptide A6 "
ENSG00000199856,U3,"Small nucleolar RNA U3 "
ENSG00000238993,AL356585.4,""
ENSG00000125968,ID1,"inhibitor of DNA binding 1, dominant negative helix-loop-helix protein "
ENSG00000273368,RP11-376P6.3,""
ENSG00000212067,AP005227.1,""
ENSG00000112245,PTP4A1,"protein tyrosine phosphatase type IVA, member 1 "
ENSG00000266149,RP11-789C17.3,""
ENSG00000160294,MCM3AP,"minichromosome maintenance complex component 3 associated protein "
ENSG00000265413,RP11-789C17.1,""
ENSG00000263970,RP11-789C17.5,""
ENSG00000204897,KRT25,"keratin 25 "
ENSG00000143633,C1orf131,"chromosome 1 open reading frame 131 "
ENSG00000266613,RFWD2P1,"ring finger and WD repeat domain 2, E3 ubiquitin protein ligase pseudogene 1 "
ENSG00000175985,PLEKHD1,"pleckstrin homology domain containing, family D (with coiled-coil domains) member 1 "
ENSG00000242985,RN7SL50P,"RNA, 7SL, cytoplasmic 50, pseudogene "
ENSG00000229442,THEMIS3P,"thymocyte selection associated family member 3, pseudogene "
ENSG00000225212,AKR1B1P6,"aldo-keto reductase family 1, member B1 pseudogene 6 "
ENSG00000131055,COX4I2,"cytochrome c oxidase subunit IV isoform 2 (lung) "
ENSG00000266708,RP11-661O13.1,""
ENSG00000263935,RP11-674N23.2,""
ENSG00000265962,RP11-674N23.1,""
ENSG00000229346,TRIM10,"tripartite motif containing 10 "
ENSG00000252319,Y_RNA,"Y RNA "
ENSG00000186393,KRT26,"keratin 26 "
ENSG00000272788,RP11-674N23.4,""
ENSG00000242058,RPS4XP19,"ribosomal protein S4X pseudogene 19 "
ENSG00000237216,HLA-G,"major histocompatibility complex, class I, G "
ENSG00000165704,HPRT1,"hypoxanthine phosphoribosyltransferase 1 "
ENSG00000265257,RP11-21J18.1,""
ENSG00000140632,GLYR1,"glyoxylate reductase 1 homolog (Arabidopsis) "
ENSG00000263847,RP11-143J12.3,""
ENSG00000251258,RFPL4B,"ret finger protein-like 4B "
ENSG00000235049,LINC00940,"long intergenic non-protein coding RNA 940 "
ENSG00000158286,RNF207,"ring finger protein 207 "
ENSG00000266053,RP11-143J12.2,""
ENSG00000180525,PRR26,"proline rich 26 "
ENSG00000120656,TAF12,"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa "
ENSG00000200883,Y_RNA,"Y RNA "
ENSG00000188021,UBQLN2,"ubiquilin 2 "
ENSG00000111261,MANSC1,"MANSC domain containing 1 "
ENSG00000184060,ADAP2,"ArfGAP with dual PH domains 2 "
ENSG00000207092,Y_RNA,"Y RNA "
ENSG00000273284,RP11-888D10.4,""
ENSG00000120149,MSX2,"msh homeobox 2 "
ENSG00000176884,GRIN1,"glutamate receptor, ionotropic, N-methyl D-aspartate 1 "
ENSG00000239087,snoU13,"Small nucleolar RNA U13 "
ENSG00000264964,RP11-888D10.3,""
ENSG00000273335,RP11-61L19.2,""
ENSG00000171552,BCL2L1,"BCL2-like 1 "
ENSG00000204271,SPIN3,"spindlin family, member 3 "
ENSG00000266805,RP11-61L19.1,""
ENSG00000251994,RNU2-27P,"RNA, U2 small nuclear 27, pseudogene "
ENSG00000171446,KRT27,"keratin 27 "
ENSG00000273352,RP11-61L19.3,""
ENSG00000266541,RP11-881L2.1,""
ENSG00000263627,RP11-692N5.1,""
ENSG00000212572,RNU6-903P,"RNA, U6 small nuclear 903, pseudogene "
ENSG00000205791,LOH12CR2,"loss of heterozygosity, 12, chromosomal region 2 (non-protein coding) "
ENSG00000155130,MARCKS,"myristoylated alanine-rich protein kinase C substrate "
ENSG00000264644,KRT18P8,"keratin 18 pseudogene 8 "
ENSG00000266891,RP11-692N5.2,""
ENSG00000126952,NXF5,"nuclear RNA export factor 5 "
ENSG00000266127,RP11-474N24.2,""
ENSG00000242651,RN7SL862P,"RNA, 7SL, cytoplasmic 862, pseudogene "
ENSG00000007372,PAX6,"paired box 6 "
ENSG00000165714,LOH12CR1,"loss of heterozygosity, 12, chromosomal region 1 "
ENSG00000170965,PLAC1,"placenta-specific 1 "
ENSG00000252680,RNA5SP449,"RNA, 5S ribosomal pseudogene 449 "
ENSG00000163171,CDC42EP3,"CDC42 effector protein (Rho GTPase binding) 3 "
ENSG00000188060,RAB42,"RAB42, member RAS oncogene family "
ENSG00000265564,PIGPP4,"phosphatidylinositol glycan anchor biosynthesis, class P pseudogene 4 "
ENSG00000272799,RP11-474N24.6,""
ENSG00000223138,RNA5SP450,"RNA, 5S ribosomal pseudogene 450 "
ENSG00000263630,AP005271.1,""
ENSG00000265554,RP11-419J16.1,""
ENSG00000264876,RP11-138E9.2,""
ENSG00000168887,C2orf68,"chromosome 2 open reading frame 68 "
ENSG00000107372,ZFAND5,"zinc finger, AN1-type domain 5 "
ENSG00000255994,CCDC177,"coiled-coil domain containing 177 "
ENSG00000266102,RP11-243E13.2,""
ENSG00000224145,TRIM15,"tripartite motif containing 15 "
ENSG00000121552,CSTA,"cystatin A (stefin A) "
ENSG00000239031,snoU13,"Small nucleolar RNA U13 "
ENSG00000128285,MCHR1,"melanin-concentrating hormone receptor 1 "
ENSG00000267909,CCDC177,"Homo sapiens coiled-coil domain containing 177 (CCDC177), mRNA. "
ENSG00000260913,RP11-243E13.1,""
ENSG00000138279,ANXA7,"annexin A7 "
ENSG00000131480,AOC2,"amine oxidase, copper containing 2 (retina-specific) "
ENSG00000265728,RP11-883A18.3,""
ENSG00000268457,AL160175.1,""
ENSG00000100647,KIAA0247,"KIAA0247 "
ENSG00000266604,RP11-856M7.6,""
ENSG00000130175,PRKCSH,"protein kinase C substrate 80K-H "
ENSG00000116906,GNPAT,"glyceronephosphate O-acyltransferase "
ENSG00000264503,RP11-856M7.7,""
ENSG00000162419,GMEB1,"glucocorticoid modulatory element binding protein 1 "
ENSG00000264311,CCDC58P1,"coiled-coil domain containing 58 pseudogene 1 "
ENSG00000264072,RP11-856M7.4,""
ENSG00000160124,CCDC58,"coiled-coil domain containing 58 "
ENSG00000266470,RP11-856M7.8,""
ENSG00000143612,C1orf43,"chromosome 1 open reading frame 43 "
ENSG00000165462,PHOX2A,"paired-like homeobox 2a "
ENSG00000265038,PMM2P1,"phosphomannomutase 2 pseudogene 1 "
ENSG00000260779,RP11-856M7.1,""
ENSG00000264843,RP11-856M7.2,""
ENSG00000125388,GRK4,"G protein-coupled receptor kinase 4 "
ENSG00000102452,NALCN,"sodium leak channel, non-selective "
ENSG00000264714,RP11-21G15.1,""
ENSG00000107929,LARP4B,"La ribonucleoprotein domain family, member 4B "
ENSG00000215608,AL356585.2,""
ENSG00000257736,CR933877.1,""
ENSG00000088325,TPX2,"TPX2, microtubule-associated "
ENSG00000258126,CR933877.2,""
ENSG00000184261,KCNK12,"potassium channel, subfamily K, member 12 "
ENSG00000128610,FEZF1,"FEZ family zinc finger 1 "
ENSG00000104490,NCALD,"neurocalcin delta "
ENSG00000155850,SLC26A2,"solute carrier family 26 (anion exchanger), member 2 "
ENSG00000141933,TPGS1,"tubulin polyglutamylase complex subunit 1 "
ENSG00000223957,NEU1,"sialidase 1 (lysosomal sialidase) "
ENSG00000196591,HDAC2,"histone deacetylase 2 "
ENSG00000100372,SLC25A17,"solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein, 34kDa), member 17 "
ENSG00000182308,DCAF4L1,"DDB1 and CUL4 associated factor 4-like 1 "
ENSG00000129667,RHBDF2,"rhomboid 5 homolog 2 (Drosophila) "
ENSG00000165091,TMC1,"transmembrane channel-like 1 "
ENSG00000114023,FAM162A,"family with sequence similarity 162, member A "
ENSG00000099804,CDC34,"cell division cycle 34 "
ENSG00000116903,EXOC8,"exocyst complex component 8 "
ENSG00000014824,SLC30A9,"solute carrier family 30 (zinc transporter), member 9 "
ENSG00000128951,DUT,"deoxyuridine triphosphatase "
ENSG00000203593,RP5-1096D14.6,""
ENSG00000256837,CACNA1C-IT1,"CACNA1C intronic transcript 1 (non-protein coding) "
ENSG00000077254,USP33,"ubiquitin specific peptidase 33 "
ENSG00000151090,THRB,"thyroid hormone receptor, beta "
ENSG00000256257,CACNA1C-IT2,"CACNA1C intronic transcript 2 (non-protein coding) "
ENSG00000111325,OGFOD2,"2-oxoglutarate and iron-dependent oxygenase domain containing 2 "
ENSG00000173908,KRT28,"keratin 28 "
ENSG00000256025,CACNA1C-AS4,"CACNA1C antisense RNA 4 "
ENSG00000186787,SPIN2B,"spindlin family, member 2B "
ENSG00000256721,CACNA1C-IT3,"CACNA1C intronic transcript 3 (non-protein coding) "
ENSG00000141404,GNAL,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type "
ENSG00000256769,CACNA1C-AS3,"CACNA1C antisense RNA 3 "
ENSG00000010072,SPRTN,"SprT-like N-terminal domain "
ENSG00000203648,AC007618.3,""
ENSG00000118094,TREH,"trehalase (brush-border membrane glycoprotein) "
ENSG00000104973,MED25,"mediator complex subunit 25 "
ENSG00000197540,GZMM,"granzyme M (lymphocyte met-ase 1) "
ENSG00000168994,PXDC1,"PX domain containing 1 "
ENSG00000018236,CNTN1,"contactin 1 "
ENSG00000184709,LRRC26,"leucine rich repeat containing 26 "
ENSG00000234046,TRIM26,"tripartite motif containing 26 "
ENSG00000185863,TMEM210,"transmembrane protein 210 "
ENSG00000151465,CDC123,"cell division cycle 123 "
ENSG00000136014,USP44,"ubiquitin specific peptidase 44 "
ENSG00000256271,CACNA1C-AS2,"CACNA1C antisense RNA 2 "
ENSG00000115761,NOL10,"nucleolar protein 10 "
ENSG00000135766,EGLN1,"egl-9 family hypoxia-inducible factor 1 "
ENSG00000246627,CACNA1C-AS1,"CACNA1C antisense RNA 1 "
ENSG00000140481,CCDC33,"coiled-coil domain containing 33 "
ENSG00000256150,RP11-885B4.1,""
ENSG00000256902,RP11-986G18.1,""
ENSG00000255669,RP11-885B4.2,""
ENSG00000224438,RP4-816N1.1,""
ENSG00000156504,FAM122B,"family with sequence similarity 122B "
ENSG00000162129,CLPB,"ClpB caseinolytic peptidase B homolog (E. coli) "
ENSG00000256030,CBX3P4,"chromobox homolog 3 pseudogene 4 "
ENSG00000069206,ADAM7,"ADAM metallopeptidase domain 7 "
ENSG00000184845,DRD1,"dopamine receptor D1 "
ENSG00000227715,HLA-A,"major histocompatibility complex, class I, A "
ENSG00000263952,RP11-513M1.1,""
ENSG00000176248,ANAPC2,"anaphase promoting complex subunit 2 "
ENSG00000145945,FAM50B,"family with sequence similarity 50, member B "
ENSG00000263682,RP11-93H10.1,""
ENSG00000240224,UGT1A5,"UDP glucuronosyltransferase 1 family, polypeptide A5 "
ENSG00000267051,RP11-128P17.2,""
ENSG00000273119,RP11-128P17.4,""
ENSG00000270099,RP11-248J23.7,""
ENSG00000165092,ALDH1A1,"aldehyde dehydrogenase 1 family, member A1 "
ENSG00000270106,TSNAX-DISC1,"TSNAX-DISC1 readthrough (NMD candidate) "
ENSG00000241962,C2orf15,"chromosome 2 open reading frame 15 "
ENSG00000121270,ABCC11,"ATP-binding cassette, sub-family C (CFTR/MRP), member 11 "
ENSG00000146530,VWDE,"von Willebrand factor D and EGF domains "
ENSG00000187735,TCEA1,"transcription elongation factor A (SII), 1 "
ENSG00000169727,GPS1,"G protein pathway suppressor 1 "
ENSG00000204610,TRIM15,"tripartite motif containing 15 "
ENSG00000172270,BSG,"basigin (Ok blood group) "
ENSG00000198492,YTHDF2,"YTH domain family, member 2 "
ENSG00000258325,RP4-816N1.6,""
ENSG00000049449,RCN1,"reticulocalbin 1, EF-hand calcium binding domain "
ENSG00000182362,YBEY,"ybeY metallopeptidase (putative) "
ENSG00000145965,C6ORF50,""
ENSG00000116918,TSNAX,"translin-associated factor X "
ENSG00000164466,SFXN1,"sideroflexin 1 "
ENSG00000198925,ATG9A,"autophagy related 9A "
ENSG00000267564,RP11-128P17.3,""
ENSG00000215764,KIR2DL2,"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2 "
ENSG00000015479,MATR3,"matrin 3 "
ENSG00000101306,MYLK2,"myosin light chain kinase 2 "
