"ENSG00000215405","NM_001145004","GOLGA6L6"
"ENSG00000163518","NM_031282","FCRL4"
"ENSG00000143942","NM_001008708","CHAC2"
"ENSG00000170270","NM_032490","C14orf142"
"ENSG00000163687","NM_001256560","DNASE1L3"
"ENSG00000163687","NM_004944","DNASE1L3"
"ENSG00000082175","NM_001202474","PGR"
"ENSG00000082175","NM_000926","PGR"
"ENSG00000082175","NM_001271162","PGR"
"ENSG00000168743","NM_001033047","NPNT"
"ENSG00000168743","NM_001184690","NPNT"
"ENSG00000065183","NM_006784","WDR3"
"ENSG00000168743","NM_001184691","NPNT"
"ENSG00000082175","NM_001271161","PGR"
"ENSG00000168743","NM_001184692","NPNT"
"ENSG00000168743","NM_001184693","NPNT"
"ENSG00000178828","NM_019062","RNF186"
"ENSG00000169914","NM_015207","OTUD3"
"ENSG00000012963","NM_175748","UBR7"
"ENSG00000163686","NM_020676","ABHD6"
"ENSG00000111653","NM_001127586","ING4"
"ENSG00000111653","NM_001127582","ING4"
"ENSG00000111653","NM_001127585","ING4"
"ENSG00000111653","NM_016162","ING4"
"ENSG00000111653","NM_001127583","ING4"
"ENSG00000111653","NM_001127584","ING4"
"ENSG00000126895","NM_001146151","AVPR2"
"ENSG00000126895","NM_000054","AVPR2"
"ENSG00000104472","NM_017444","CHRAC1"
"ENSG00000123094","NM_007211","RASSF8"
"ENSG00000177707","NM_001243286","PVRL3"
"ENSG00000177707","NM_015480","PVRL3"
"ENSG00000196155","NM_001129727","PLEKHG4"
"ENSG00000196155","NM_015432","PLEKHG4"
"ENSG00000140750","NM_001006634","ARHGAP17"
"ENSG00000123094","NM_001164748","RASSF8"
"ENSG00000123094","NM_001164747","RASSF8"
"ENSG00000177707","NM_001243288","PVRL3"
"ENSG00000196155","NM_001129728","PLEKHG4"
"ENSG00000140750","NM_018054","ARHGAP17"
"ENSG00000196155","NM_001129729","PLEKHG4"
"ENSG00000123094","NM_001164746","RASSF8"
"ENSG00000181045","NM_001166347","SLC26A11"
"ENSG00000181045","NM_173626","SLC26A11"
"ENSG00000137672","NM_004621","TRPC6"
"ENSG00000196155","NM_001129731","PLEKHG4"
"ENSG00000122507","NM_198428","BBS9"
"ENSG00000122507","NM_014451","BBS9"
"ENSG00000122507","NM_001033604","BBS9"
"ENSG00000122507","NM_001033605","BBS9"
"ENSG00000188784","NM_014589","PLA2G2E"
"ENSG00000181045","NM_001166348","SLC26A11"
"ENSG00000181045","NM_001166349","SLC26A11"
"ENSG00000119718","NM_014239","EIF2B2"
"ENSG00000179913","NM_014256","B3GNT3"
"ENSG00000188257","NM_001161727","PLA2G2A"
"ENSG00000188257","NM_000300","PLA2G2A"
"ENSG00000139899","NM_001039771","CBLN3"
"ENSG00000188257","NM_001161728","PLA2G2A"
"ENSG00000188257","NM_001161729","PLA2G2A"
"ENSG00000248099","NM_005543","INSL3"
"ENSG00000248099","NM_001265587","INSL3"
"ENSG00000232810","NM_000594","TNF"
"ENSG00000127472","NM_000929","PLA2G5"
"ENSG00000091127","NM_019042","PUS7"
"ENSG00000155761","NM_206996","SPAG17"
"ENSG00000117215","NM_012400","PLA2G2D"
"ENSG00000163684","NM_001098783","RPP14"
"ENSG00000163684","NM_007042","RPP14"
"ENSG00000100441","NM_015299","KHNYN"
"ENSG00000187151","NM_178127","ANGPTL5"
"ENSG00000158786","NM_022819","PLA2G2F"
"ENSG00000068912","NM_001127397","ERLEC1"
"ENSG00000187980","NM_001105572","PLA2G2C"
"ENSG00000068912","NM_015701","ERLEC1"
"ENSG00000068912","NM_001127398","ERLEC1"
"ENSG00000092607","NM_152380","TBX15"
"ENSG00000153283","NM_005816","CD96"
"ENSG00000153283","NM_198196","CD96"
"ENSG00000105639","NM_000215","JAK3"
"ENSG00000172602","NM_014470","RND1"
"ENSG00000110318","NM_020802","KIAA1377"
"ENSG00000204406","NM_018328","MBD5"
"ENSG00000162543","NM_152376","UBXN10"
"ENSG00000116874","NM_201263","WARS2"
"ENSG00000116874","NM_015836","WARS2"
"ENSG00000089820","NM_001164741","ARHGAP4"
"ENSG00000089820","NM_001666","ARHGAP4"
"ENSG00000114742","NM_020839","WDR48"
"ENSG00000105640","NM_000980","RPL18A"
"ENSG00000011114","NM_001002860","BTBD7"
"ENSG00000095485","NM_018294","CWF19L1"
"ENSG00000116882","NM_001005783","HAO2"
"ENSG00000116882","NM_016527","HAO2"
"ENSG00000011114","NM_018167","BTBD7"
"ENSG00000227507","NM_002341","LTB"
"ENSG00000168676","NM_001100915","KCTD19"
"ENSG00000227507","NM_009588","LTB"
"ENSG00000158816","NM_001039500","VWA5B1"
"ENSG00000203859","NM_000198","HSD3B2"
"ENSG00000135249","NM_021930","RINT1"
"ENSG00000105641","NM_000453","SLC5A5"
"ENSG00000203859","NM_001166120","HSD3B2"
"ENSG00000007080","NM_001136203","CCDC124"
"ENSG00000175832","NM_001079675","ETV4"
"ENSG00000007080","NM_138442","CCDC124"
"ENSG00000119684","NM_014381","MLH3"
"ENSG00000100445","NM_020195","SDR39U1"
"ENSG00000175832","NM_001261437","ETV4"
"ENSG00000105642","NM_002248","KCNN1"
"ENSG00000137691","NM_032930","C11orf70"
"ENSG00000119684","NM_001040108","MLH3"
"ENSG00000137691","NM_001195005","C11orf70"
"ENSG00000175832","NM_001986","ETV4"
"ENSG00000172046","NM_001199161","USP19"
"ENSG00000172046","NM_001199162","USP19"
"ENSG00000139537","NM_001286957","CCDC65"
"ENSG00000172046","NM_006677","USP19"
"ENSG00000139537","NM_033124","CCDC65"
"ENSG00000175832","NM_001261439","ETV4"
"ENSG00000172046","NM_001199160","USP19"
"ENSG00000123095","NM_030762","BHLHE41"
"ENSG00000162545","NM_018584","CAMK2N1"
"ENSG00000262628","NM_014566","OR1D5"
"ENSG00000092009","NM_001836","CMA1"
"ENSG00000203857","NM_000862","HSD3B1"
"ENSG00000184166","NM_002548","OR1D2"
"ENSG00000175832","NM_001261438","ETV4"
"ENSG00000090432","NM_024544","MUL1"
"ENSG00000183024","NM_003555","OR1G1"
"ENSG00000183114","NM_207334","FAM43B"
"ENSG00000172150","NM_012352","OR1A2"
"ENSG00000100448","NM_001911","CTSG"
"ENSG00000143067","NM_001080470","ZNF697"
"ENSG00000158825","NM_001785","CDA"
"ENSG00000172146","NM_014565","OR1A1"
"ENSG00000204482","NM_205838","LST1"
"ENSG00000134285","NM_001143781","FKBP11"
"ENSG00000204482","NM_205839","LST1"
"ENSG00000134285","NM_016594","FKBP11"
"ENSG00000139971","NM_001001872","C14orf37"
"ENSG00000134285","NM_001143782","FKBP11"
"ENSG00000204482","NM_205837","LST1"
"ENSG00000123096","NM_001135823","SSPN"
"ENSG00000123096","NM_005086","SSPN"
"ENSG00000160856","NM_052939","FCRL3"
"ENSG00000204482","NM_001166538","LST1"
"ENSG00000204482","NM_205840","LST1"
"ENSG00000221882","NM_002551","OR3A2"
"ENSG00000204482","NM_007161","LST1"
"ENSG00000130377","NM_030924","ACSBG2"
"ENSG00000180090","NM_002550","OR3A1"
"ENSG00000164619","NM_133468","BMPER"
"ENSG00000180016","NM_003553","OR1E1"
"ENSG00000159961","NM_012373","OR3A3"
"ENSG00000130382","NM_005934","MLLT1"
"ENSG00000127780","NM_003554","OR1E2"
"ENSG00000159708","NM_018296","LRRC36"
"ENSG00000167769","NM_133492","ACER1"
"ENSG00000100450","NM_033423","GZMH"
"ENSG00000100450","NM_001270781","GZMH"
"ENSG00000159708","NM_001161575","LRRC36"
"ENSG00000125656","NM_006012","CLPP"
"ENSG00000106089","NM_004603","STX1A"
"ENSG00000106089","NM_001165903","STX1A"
"ENSG00000137693","NM_001130145","YAP1"
"ENSG00000137693","NM_001282101","YAP1"
"ENSG00000137693","NM_001195045","YAP1"
"ENSG00000092621","NM_006623","PHGDH"
"ENSG00000125652","NM_032306","ALKBH7"
"ENSG00000152455","NM_001193427","SUV39H2"
"ENSG00000152455","NM_001193426","SUV39H2"
"ENSG00000137693","NM_001195044","YAP1"
"ENSG00000137693","NM_001282100","YAP1"
"ENSG00000137693","NM_006106","YAP1"
"ENSG00000137693","NM_001282098","YAP1"
"ENSG00000152455","NM_001193424","SUV39H2"
"ENSG00000125650","NM_004158","PSPN"
"ENSG00000105643","NM_001025604","ARRDC2"
"ENSG00000135999","NM_015630","EPC2"
"ENSG00000158828","NM_032409","PINK1"
"ENSG00000152455","NM_024670","SUV39H2"
"ENSG00000152455","NM_001193425","SUV39H2"
"ENSG00000105643","NM_015683","ARRDC2"
"ENSG00000105643","NM_001286826","ARRDC2"
"ENSG00000141255","NM_032598","SPATA22"
"ENSG00000141255","NM_001170698","SPATA22"
"ENSG00000141255","NM_001170696","SPATA22"
"ENSG00000141255","NM_001170697","SPATA22"
"ENSG00000141255","NM_001170695","SPATA22"
"ENSG00000141255","NM_001170699","SPATA22"
"ENSG00000196072","NM_001282439","BLOC1S2"
"ENSG00000196072","NM_001282438","BLOC1S2"
"ENSG00000196072","NM_001282437","BLOC1S2"
"ENSG00000196072","NM_001001342","BLOC1S2"
"ENSG00000196072","NM_173809","BLOC1S2"
"ENSG00000136026","NM_006825","CKAP4"
"ENSG00000134240","NM_005518","HMGCS2"
"ENSG00000134240","NM_001166107","HMGCS2"
"ENSG00000125651","NM_002096","GTF2F1"
"ENSG00000132704","NM_030764","FCRL2"
"ENSG00000244038","NM_005216","DDOST"
"ENSG00000114745","NM_031899","GORASP1"
"ENSG00000197860","NM_019072","SGTB"
"ENSG00000114745","NM_001278790","GORASP1"
"ENSG00000114745","NM_001278789","GORASP1"
"ENSG00000023445","NM_001165","BIRC3"
"ENSG00000096996","NM_005535","IL12RB1"
"ENSG00000023445","NM_182962","BIRC3"
"ENSG00000096996","NM_153701","IL12RB1"
"ENSG00000134193","NM_001159352","REG4"
"ENSG00000134193","NM_032044","REG4"
"ENSG00000134193","NM_001159353","REG4"
"ENSG00000131966","NM_018477","ACTR10"
"ENSG00000159713","NM_015964","TPPP3"
"ENSG00000134249","NM_021794","ADAM30"
"ENSG00000133958","NM_020818","UNC79"
"ENSG00000159713","NM_016140","TPPP3"
"ENSG00000205629","NM_016309","LCMT1"
"ENSG00000100453","NM_004131","GZMB"
"ENSG00000177494","NM_024508","ZBED2"
"ENSG00000205629","NM_001032391","LCMT1"
"ENSG00000240891","NM_153268","PLCXD2"
"ENSG00000240891","NM_001185106","PLCXD2"
"ENSG00000099308","NM_015016","MAST3"
"ENSG00000117245","NM_001287212","KIF17"
"ENSG00000117245","NM_001122819","KIF17"
"ENSG00000117245","NM_020816","KIF17"
"ENSG00000166046","NM_001286262","TCP11L2"
"ENSG00000106077","NM_148913","ABHD11"
"ENSG00000106077","NM_148912","ABHD11"
"ENSG00000166046","NM_152772","TCP11L2"
"ENSG00000106077","NM_001145364","ABHD11"
"ENSG00000159714","NM_013304","ZDHHC1"
"ENSG00000088247","NM_003685","KHSRP"
"ENSG00000110330","NM_001256166","BIRC2"
"ENSG00000110330","NM_001166","BIRC2"
"ENSG00000110330","NM_001256163","BIRC2"
"ENSG00000134250","NM_024408","NOTCH2"
"ENSG00000105647","NM_005027","PIK3R2"
"ENSG00000146776","NM_020725","ATXN7L1"
"ENSG00000103375","NM_001169","AQP8"
"ENSG00000146776","NM_138495","ATXN7L1"
"ENSG00000176387","NM_000196","HSD11B2"
"ENSG00000187258","NM_207172","NPSR1"
"ENSG00000189410","NM_001103160","SH2D5"
"ENSG00000168297","NM_017771","PXK"
"ENSG00000146776","NM_152749","ATXN7L1"
"ENSG00000189410","NM_001103161","SH2D5"
"ENSG00000188610","NM_001100910","FAM72B"
"ENSG00000155592","NM_001012981","ZKSCAN2"
"ENSG00000187258","NM_207173","NPSR1"
"ENSG00000163534","NM_001159397","FCRL1"
"ENSG00000152558","NM_052932","TMEM123"
"ENSG00000041802","NM_018385","LSG1"
"ENSG00000198019","NM_001017986","FCGR1B"
"ENSG00000181240","NM_173637","SLC25A41"
"ENSG00000198019","NM_001004340","FCGR1B"
"ENSG00000137673","NM_002423","MMP7"
"ENSG00000182601","NM_006040","HS3ST4"
"ENSG00000163534","NM_001159398","FCRL1"
"ENSG00000163534","NM_052938","FCRL1"
"ENSG00000236334","NM_001123068","PPIAL4G"
"ENSG00000159720","NM_004691","ATP6V0D1"
"ENSG00000126746","NM_001135734","ZNF384"
"ENSG00000215784","NM_207418","FAM72D"
"ENSG00000168952","NM_014178","STXBP6"
"ENSG00000126746","NM_001039920","ZNF384"
"ENSG00000126746","NM_133476","ZNF384"
"ENSG00000165215","NM_001306","CLDN3"
"ENSG00000123104","NM_002223","ITPR2"
"ENSG00000073754","NM_005894","CD5L"
"ENSG00000189143","NM_001305","CLDN4"
"ENSG00000216490","NM_006332","IFI30"
"ENSG00000125648","NM_024103","SLC25A23"
"ENSG00000254858","NM_032683","MPV17L2"
"ENSG00000127483","NM_016287","HP1BP3"
"ENSG00000173821","NM_001256071","RNF213"
"ENSG00000105649","NM_002866","RAB3A"
"ENSG00000139910","NM_006489","NOVA1"
"ENSG00000173821","NM_020954","RNF213"
"ENSG00000139910","NM_002515","NOVA1"
"ENSG00000159723","NM_001138","AGRP"
"ENSG00000139910","NM_006491","NOVA1"
"ENSG00000137674","NM_004771","MMP20"
"ENSG00000155666","NM_024773","KDM8"
"ENSG00000198742","NM_001199847","SMURF1"
"ENSG00000198742","NM_181349","SMURF1"
"ENSG00000198742","NM_020429","SMURF1"
"ENSG00000155666","NM_001145348","KDM8"
"ENSG00000100567","NM_152132","PSMA3"
"ENSG00000100567","NM_002788","PSMA3"
"ENSG00000137675","NM_022122","MMP27"
"ENSG00000119640","NM_001107","ACYP1"
"ENSG00000119640","NM_203488","ACYP1"
"ENSG00000118113","NM_002424","MMP8"
"ENSG00000108381","NM_001128085","ASPA"
"ENSG00000108381","NM_000049","ASPA"
"ENSG00000144824","NM_001134437","PHLDB2"
"ENSG00000144824","NM_001134438","PHLDB2"
"ENSG00000144824","NM_001134439","PHLDB2"
"ENSG00000169189","NM_145080","NSMCE1"
"ENSG00000144824","NM_145753","PHLDB2"
"ENSG00000119703","NM_024643","ZC2HC1C"
"ENSG00000119703","NM_001042430","ZC2HC1C"
"ENSG00000185467","NM_001145715","KPNA7"
"ENSG00000130545","NM_139161","CRB3"
"ENSG00000130545","NM_174881","CRB3"
"ENSG00000172037","NM_002292","LAMB2"
"ENSG00000134287","NM_001659","ARF3"
"ENSG00000107593","NM_016112","PKD2L1"
"ENSG00000107593","NM_001253837","PKD2L1"
"ENSG00000165171","NM_152559","WBSCR27"
"ENSG00000255854","NM_001143883","PPIAL4B"
"ENSG00000169884","NM_003394","WNT10B"
"ENSG00000175877","NM_182504","WBSCR28"
"ENSG00000168026","NM_001105513","TTC21A"
"ENSG00000039523","NM_001193522","FAM65A"
"ENSG00000039523","NM_024519","FAM65A"
"ENSG00000168026","NM_145755","TTC21A"
"ENSG00000123213","NM_020726","NLN"
"ENSG00000039523","NM_001193524","FAM65A"
"ENSG00000205744","NM_024898","DENND1C"
"ENSG00000039523","NM_001193523","FAM65A"
"ENSG00000167723","NM_145068","TRPV3"
"ENSG00000167723","NM_001258205","TRPV3"
"ENSG00000183853","NM_001286349","KIRREL"
"ENSG00000173852","NM_015283","DPY19L1"
"ENSG00000183853","NM_018240","KIRREL"
"ENSG00000158473","NM_001766","CD1D"
"ENSG00000164532","NM_001077653","TBX20"
"ENSG00000164532","NM_001166220","TBX20"
"ENSG00000128536","NM_152750","CDHR3"
"ENSG00000176165","NM_005249","FOXG1"
"ENSG00000158477","NM_001763","CD1A"
"ENSG00000125084","NM_005430","WNT1"
"ENSG00000181418","NM_015086","DDN"
"ENSG00000158481","NM_001765","CD1C"
"ENSG00000144827","NM_018394","ABHD10"
"ENSG00000122557","NM_022373","HERPUD2"
"ENSG00000144827","NM_001272069","ABHD10"
"ENSG00000077238","NM_000418","IL4R"
"ENSG00000158485","NM_001764","CD1B"
"ENSG00000077238","NM_001257997","IL4R"
"ENSG00000077238","NM_001257406","IL4R"
"ENSG00000013503","NM_018082","POLR3B"
"ENSG00000168614","NM_001277444","NBPF9"
"ENSG00000168614","NM_001037675","NBPF9"
"ENSG00000077238","NM_001257407","IL4R"
"ENSG00000013503","NM_001160708","POLR3B"
"ENSG00000168280","NM_004522","KIF5C"
"ENSG00000241685","NM_001190996","ARPC1A"
"ENSG00000241685","NM_006409","ARPC1A"
"ENSG00000075151","NM_003760","EIF4G3"
"ENSG00000075151","NM_001198802","EIF4G3"
"ENSG00000075151","NM_001198803","EIF4G3"
"ENSG00000184304","NM_002742","PRKD1"
"ENSG00000075151","NM_001198801","EIF4G3"
"ENSG00000204475","NM_147130","NCR3"
"ENSG00000204475","NM_001145466","NCR3"
"ENSG00000204475","NM_001145467","NCR3"
"ENSG00000104833","NM_006087","TUBB4A"
"ENSG00000119638","NM_033116","NEK9"
"ENSG00000166670","NM_002425","MMP10"
"ENSG00000181929","NM_001206709","PRKAG1"
"ENSG00000181929","NM_001206710","PRKAG1"
"ENSG00000099194","NM_005063","SCD"
"ENSG00000196611","NM_002421","MMP1"
"ENSG00000196611","NM_001145938","MMP1"
"ENSG00000181929","NM_002733","PRKAG1"
"ENSG00000187581","NM_182971","COX8C"
"ENSG00000103522","NM_181078","IL21R"
"ENSG00000103522","NM_181079","IL21R"
"ENSG00000103522","NM_021798","IL21R"
"ENSG00000175785","NM_178013","PRIMA1"
"ENSG00000149968","NM_002422","MMP3"
"ENSG00000125657","NM_003811","TNFSF9"
"ENSG00000105650","NM_000923","PDE4C"
"ENSG00000064102","NM_018164","ASUN"
"ENSG00000105650","NM_001098819","PDE4C"
"ENSG00000105650","NM_001098818","PDE4C"
"ENSG00000129226","NM_001251","CD68"
"ENSG00000129226","NM_001040059","CD68"
"ENSG00000137745","NM_002427","MMP13"
"ENSG00000140067","NM_001207071","FAM181A"
"ENSG00000140067","NM_138344","FAM181A"
"ENSG00000140067","NM_001207074","FAM181A"
"ENSG00000140067","NM_001207073","FAM181A"
"ENSG00000140067","NM_001207072","FAM181A"
"ENSG00000122545","NM_001788","SEPT7"
"ENSG00000122545","NM_001242956","SEPT7"
"ENSG00000122545","NM_001011553","SEPT7"
"ENSG00000144834","NM_001008272","TAGLN3"
"ENSG00000137692","NM_032299","DCUN1D5"
"ENSG00000144834","NM_001008273","TAGLN3"
"ENSG00000144834","NM_013259","TAGLN3"
"ENSG00000168291","NM_000925","PDHB"
"ENSG00000168291","NM_001173468","PDHB"
"ENSG00000102974","NM_006565","CTCF"
"ENSG00000102974","NM_001191022","CTCF"
"ENSG00000100628","NM_001202429","ASB2"
"ENSG00000100628","NM_016150","ASB2"
"ENSG00000077235","NM_001286242","GTF3C1"
"ENSG00000077235","NM_001520","GTF3C1"
"ENSG00000111790","NM_015633","FGFR1OP2"
"ENSG00000111790","NM_001171888","FGFR1OP2"
"ENSG00000111790","NM_001171887","FGFR1OP2"
"ENSG00000092140","NM_017769","G2E3"
"ENSG00000130518","NM_025249","KIAA1683"
"ENSG00000130518","NM_001145305","KIAA1683"
"ENSG00000130518","NM_001145304","KIAA1683"
"ENSG00000170348","NM_006827","TMED10"
"ENSG00000125726","NM_001252","CD70"
"ENSG00000144655","NM_033027","CSRNP1"
"ENSG00000125735","NM_003807","TNFSF14"
"ENSG00000125735","NM_172014","TNFSF14"
"ENSG00000168334","NM_001198621","XIRP1"
"ENSG00000129255","NM_004870","MPDU1"
"ENSG00000168334","NM_194293","XIRP1"
"ENSG00000130429","NM_005720","ARPC1B"
"ENSG00000159753","NM_001013838","RLTPR"
"ENSG00000168329","NM_001337","CX3CR1"
"ENSG00000168329","NM_001171174","CX3CR1"
"ENSG00000168329","NM_001171171","CX3CR1"
"ENSG00000168329","NM_001171172","CX3CR1"
"ENSG00000125730","NM_000064","C3"
"ENSG00000176040","NM_001042575","TMPRSS7"
"ENSG00000064115","NM_016551","TM7SF3"
"ENSG00000158488","NM_030893","CD1E"
"ENSG00000187240","NM_001080463","DYNC2H1"
"ENSG00000187240","NM_001377","DYNC2H1"
"ENSG00000262304","NM_080704","SHPK"
"ENSG00000047578","NM_015202","KIAA0556"
"ENSG00000158488","NM_001185107","CD1E"
"ENSG00000158488","NM_001185112","CD1E"
"ENSG00000158488","NM_001042586","CD1E"
"ENSG00000170345","NM_005252","FOS"
"ENSG00000158488","NM_001042585","CD1E"
"ENSG00000158488","NM_001042587","CD1E"
"ENSG00000008282","NM_182715","SYPL1"
"ENSG00000158488","NM_001185110","CD1E"
"ENSG00000008282","NM_006754","SYPL1"
"ENSG00000158488","NM_001185115","CD1E"
"ENSG00000158488","NM_001185108","CD1E"
"ENSG00000158488","NM_001185113","CD1E"
"ENSG00000158488","NM_001042583","CD1E"
"ENSG00000089723","NM_023112","OTUB2"
"ENSG00000158488","NM_001042584","CD1E"
"ENSG00000125734","NM_001080452","GPR108"
"ENSG00000158488","NM_001185114","CD1E"
"ENSG00000112851","NM_001253697","ERBB2IP"
"ENSG00000117298","NM_001113348","ECE1"
"ENSG00000112851","NM_001253699","ERBB2IP"
"ENSG00000112851","NM_001253701","ERBB2IP"
"ENSG00000112851","NM_018695","ERBB2IP"
"ENSG00000117298","NM_001113347","ECE1"
"ENSG00000117298","NM_001397","ECE1"
"ENSG00000112851","NM_001253698","ERBB2IP"
"ENSG00000117298","NM_001113349","ECE1"
"ENSG00000186306","NM_001004475","OR10T2"
"ENSG00000089737","NM_020414","DDX24"
"ENSG00000180708","NM_001004476","OR10K2"
"ENSG00000112851","NM_001006600","ERBB2IP"
"ENSG00000169181","NM_001109763","GSG1L"
"ENSG00000169181","NM_144675","GSG1L"
"ENSG00000173285","NM_001004473","OR10K1"
"ENSG00000075290","NM_003393","WNT8B"
"ENSG00000196689","NM_080705","TRPV1"
"ENSG00000196689","NM_018727","TRPV1"
"ENSG00000198965","NM_001004472","OR10R2"
"ENSG00000196689","NM_080706","TRPV1"
"ENSG00000197532","NM_001005189","OR6Y1"
"ENSG00000186440","NM_001160325","OR6P1"
"ENSG00000049540","NM_001278912","ELN"
"ENSG00000140044","NM_130469","JDP2"
"ENSG00000140044","NM_001135047","JDP2"
"ENSG00000140044","NM_001135049","JDP2"
"ENSG00000049540","NM_000501","ELN"
"ENSG00000049540","NM_001081755","ELN"
"ENSG00000049540","NM_001278915","ELN"
"ENSG00000140044","NM_001135048","JDP2"
"ENSG00000049540","NM_001278913","ELN"
"ENSG00000186400","NM_001004477","OR10X1"
"ENSG00000142794","NM_001256416","NBPF3"
"ENSG00000106244","NM_014891","PDAP1"
"ENSG00000049540","NM_001278914","ELN"
"ENSG00000198967","NM_001004478","OR10Z1"
"ENSG00000169180","NM_001270940","XPO6"
"ENSG00000142794","NM_001256417","NBPF3"
"ENSG00000142794","NM_032264","NBPF3"
"ENSG00000169180","NM_015171","XPO6"
"ENSG00000167548","NM_003482","KMT2D"
"ENSG00000049540","NM_001278918","ELN"
"ENSG00000049540","NM_001081752","ELN"
"ENSG00000049540","NM_001278916","ELN"
"ENSG00000049540","NM_001278917","ELN"
"ENSG00000049540","NM_001081754","ELN"
"ENSG00000106245","NM_003910","BUD31"
"ENSG00000049540","NM_001081753","ELN"
"ENSG00000152457","NM_022487","DCLRE1C"
"ENSG00000049540","NM_001278939","ELN"
"ENSG00000152944","NM_004264","MED21"
"ENSG00000152944","NM_001271811","MED21"
"ENSG00000105835","NM_005746","NAMPT"
"ENSG00000156127","NM_006399","BATF"
"ENSG00000168301","NM_001128214","KCTD6"
"ENSG00000152457","NM_001033858","DCLRE1C"
"ENSG00000139200","NM_001244015","PIANP"
"ENSG00000139200","NM_153685","PIANP"
"ENSG00000168301","NM_153331","KCTD6"
"ENSG00000139200","NM_001244014","PIANP"
"ENSG00000162551","NM_000478","ALPL"
"ENSG00000075826","NM_015490","SEC31B"
"ENSG00000114529","NM_024616","C3orf52"
"ENSG00000152457","NM_001033857","DCLRE1C"
"ENSG00000162551","NM_001177520","ALPL"
"ENSG00000162551","NM_001127501","ALPL"
"ENSG00000114529","NM_001171747","C3orf52"
"ENSG00000125733","NM_004240","TRIP10"
"ENSG00000152457","NM_001033855","DCLRE1C"
"ENSG00000119686","NM_017791","FLVCR2"
"ENSG00000119686","NM_001195283","FLVCR2"
"ENSG00000165948","NM_206949","IFI27L1"
"ENSG00000170962","NM_025208","PDGFD"
"ENSG00000170962","NM_033135","PDGFD"
"ENSG00000165948","NM_145249","IFI27L1"
"ENSG00000188322","NM_001024401","SBK1"
"ENSG00000185112","NM_153690","FAM43A"
"ENSG00000170967","NM_001001711","DDI1"
"ENSG00000198156","NM_001282524","NPIPB6"
"ENSG00000204472","NM_001623","AIF1"
"ENSG00000174500","NM_001190259","GCSAM"
"ENSG00000174500","NM_001190260","GCSAM"
"ENSG00000174500","NM_152785","GCSAM"
"ENSG00000204472","NM_004847","AIF1"
"ENSG00000214700","NM_001080406","C12orf71"
"ENSG00000204472","NM_032955","AIF1"
"ENSG00000005102","NM_001040002","MEOX1"
