Ensembl_gene_id	Omim_gene_description
ENSG00000197386	Huntington disease, 143100 (3), Autosomal dominant; Lopes-Maciel-Rodan syndrome, 617435 (3), Autosomal recessive
ENSG00000197408	{Efavirenz central nervous system toxicity, susceptibility to}, 614546 (3); Efavirenz, poor metabolism of, 614546 (3)
ENSG00000197417	[Sedoheptulokinase deficiency], 617213 (3), Autosomal recessive
ENSG00000197467	Myasthenic syndrome, congenital, 19, 616720 (3), Autosomal recessive
ENSG00000197496	Arterial tortuosity syndrome, 208050 (3), Autosomal recessive
ENSG00000197535	Griscelli syndrome, type 1, 214450 (3), Autosomal recessive
ENSG00000197561	Neutropenia, cyclic, 162800 (3), Autosomal dominant; Neutropenia, severe congenital 1, autosomal dominant, 202700 (3), Autosomal dominant
ENSG00000197563	Multiple congenital anomalies-hypotonia-seizures syndrome 1, 614080 (3), Autosomal recessive
ENSG00000197565	?Deafness, X-linked 6, 300914 (3), X-linked recessive
ENSG00000197579	Retinitis pigmentosa 31, 609923 (3)
ENSG00000197594	Arterial calcification, generalized, of infancy, 1, 208000 (3), Autosomal recessive; Cole disease, 615522 (3), Autosomal dominant; {Diabetes mellitus, non-insulin-dependent, susceptibility to}, 125853 (3), Autosomal dominant; Hypophosphatemic rickets, autosomal recessive, 2, 613312 (3), Autosomal recessive; {Obesity, susceptibility to}, 601665 (3), Autosomal recessive, Autosomal dominant, Multifactorial
ENSG00000197601	Peroxisomal fatty acyl-CoA reductase 1 disorder, 616154 (3), Autosomal recessive
ENSG00000197603	Joubert syndrome 17, 614615 (3), Autosomal recessive; Orofaciodigital syndrome VI, 277170 (3), Autosomal recessive
ENSG00000197614	Aortic aneurysm, familial thoracic 9, 616166 (3), Autosomal dominant
ENSG00000197616	Atrial septal defect 3, 614089 (3); Cardiomyopathy, dilated, 1EE, 613252 (3); Cardiomyopathy, hypertrophic, 14, 613251 (3), Autosomal dominant; {Sick sinus syndrome 3}, 614090 (3)
ENSG00000197694	Epileptic encephalopathy, early infantile, 5, 613477 (3), Autosomal dominant
ENSG00000197728	Diamond-Blackfan anemia 10, 613309 (3), Autosomal dominant
ENSG00000197746	Combined SAP deficiency, 611721 (3), Autosomal recessive; Gaucher disease, atypical, 610539 (3); Krabbe disease, atypical, 611722 (3), Autosomal recessive; Metachromatic leukodystrophy due to SAP-b deficiency, 249900 (3), Autosomal recessive
ENSG00000197748	Spermatogenic failure 19, 617592 (3), Autosomal recessive
ENSG00000197753	Deafness, autosomal recessive 67, 610265 (3), Autosomal recessive
ENSG00000197766	Complement factor D deficiency, 613912 (3), Autosomal recessive
ENSG00000197780	Mental retardation, autosomal recessive 60, 617432 (3), Autosomal recessive
ENSG00000197785	Harel-Yoon syndrome, 617183 (3), Autosomal recessive, Autosomal dominant
ENSG00000197822	Pseudo-TORCH syndrome 1, 251290 (3), Autosomal recessive
ENSG00000197858	Glycosylphosphatidylinositol biosynthesis defect 15, 617810 (3), Autosomal recessive
ENSG00000197859	Geleophysic dysplasia 1, 231050 (3), Autosomal recessive
ENSG00000197888	{Bone mineral density QTL 12, osteoporosis}, 612560 (3)
ENSG00000197891	Hypouricemia, renal, 220150 (3), Autosomal recessive
ENSG00000197912	Spastic paraplegia 7, autosomal recessive, 607259 (3), Autosomal recessive, Autosomal dominant
ENSG00000197943	Autoinflammation, antibody deficiency, and immune dysregulation syndrome, 614878 (3), Autosomal dominant; Familial cold autoinflammatory syndrome 3, 614468 (3), Autosomal dominant
ENSG00000197969	Choreoacanthocytosis, 200150 (3), Autosomal recessive
ENSG00000197993	[Blood group, Kell], 110900 (3)
ENSG00000198001	IRAK4 deficiency, 607676 (3); Invasive pneumococcal disease, recurrent isolated, 1, 610799 (3)
ENSG00000198003	Ciliary dyskinesia, primary, 30, 616037 (3), Autosomal recessive
ENSG00000198026	?Microcephaly 10, primary, autosomal recessive, 615095 (3), Autosomal recessive
ENSG00000198087	Glomerulosclerosis, focal segmental, 3, 607832 (3)
ENSG00000198130	3-hydroxyisobutryl-CoA hydrolase deficiency, 250620 (3), Autosomal recessive
ENSG00000198171	Spondyloepimetaphyseal dysplasia, Shohat type, 602557 (3), Autosomal recessive
ENSG00000198198	Epileptic encephalopathy, early infantile, 18, 615476 (3), Autosomal recessive
ENSG00000198218	Ververi-Brady syndrome, 617982 (3), Autosomal dominant
ENSG00000198223	Surfactant metabolism dysfunction, pulmonary, 4, 300770 (3)
ENSG00000198246	Histiocytosis-lymphadenopathy plus syndrome, 602782 (3), Autosomal recessive
ENSG00000198286	B-cell expansion with NFKB and T-cell anergy, 616452 (3), Autosomal dominant; Immunodeficiency 11A, 615206 (3), Autosomal recessive; Immunodeficiency 11B with atopic dermatitis, 617638 (3), Autosomal dominant
ENSG00000198331	Hydrolethalus syndrome, 236680 (3), Autosomal recessive
ENSG00000198336	?Atrial fibrillation, familial, 18, 617280 (3), Autosomal dominant
ENSG00000198363	Traboulsi syndrome, 601552 (3), Autosomal recessive
ENSG00000198380	Myasthenia, congenital, 12, with tubular aggregates, 610542 (3), Autosomal recessive
ENSG00000198400	Insensitivity to pain, congenital, with anhidrosis, 256800 (3), Autosomal recessive; Medullary thyroid carcinoma, familial, 155240 (3), Autosomal dominant
ENSG00000198467	Arthrogryposis multiplex congenita, distal, type 1, 108120 (3), Autosomal dominant; Arthrogryposis, distal, type 2B, 601680 (3), Autosomal dominant; CAP myopathy 2, 609285 (3), Autosomal dominant; Nemaline myopathy 4, autosomal dominant, 609285 (3), Autosomal dominant
ENSG00000198513	Neuropathy, hereditary sensory, type ID, 613708 (3), Autosomal dominant; Spastic paraplegia 3A, autosomal dominant, 182600 (3), Autosomal dominant
ENSG00000198515	Retinitis pigmentosa 49, 613756 (3)
ENSG00000198523	Cardiomyopathy, dilated, 1P, 609909 (3); Cardiomyopathy, hypertrophic, 18, 613874 (3), Autosomal dominant
ENSG00000198561	Blepharocheilodontic syndrome 2, 617681 (3), Autosomal dominant
ENSG00000198569	Hypophosphatemic rickets with hypercalciuria, 241530 (3), Autosomal recessive
ENSG00000198570	Leber congenital amaurosis 12, 610612 (3), Autosomal recessive
ENSG00000198589	Immunodeficiency, common variable, 8, with autoimmunity, 614700 (3), Autosomal recessive
ENSG00000198610	{46XY sex reversal 8, modifier of}, 614279 (3), Autosomal recessive
ENSG00000198626	Arrhythmogenic right ventricular dysplasia 2, 600996 (3), Autosomal dominant; Ventricular tachycardia, catecholaminergic polymorphic, 1, 604772 (3), Autosomal dominant
ENSG00000198650	Tyrosinemia, type II, 276600 (3), Autosomal recessive
ENSG00000198668	Long QT syndrome 14, 616247 (3), Autosomal dominant; Ventricular tachycardia, catecholaminergic polymorphic, 4, 614916 (3), Autosomal dominant
ENSG00000198670	{Coronary artery disease, susceptibility to} (1); [LPA deficiency, congenital] (3)
ENSG00000198677	Trichohepatoenteric syndrome 1, 222470 (3), Autosomal recessive
ENSG00000198682	Brachyolmia 4 with mild epiphyseal and metaphyseal changes, 612847 (3), Autosomal recessive
ENSG00000198689	Mental retardation, X-linked syndromic, Christianson type, 300243 (3), X-linked dominant
ENSG00000198690	Interstitial nephritis, karyomegalic, 614817 (3), Autosomal recessive
ENSG00000198691	Cone-rod dystrophy 3, 604116 (3); Fundus flavimaculatus, 248200 (3), Autosomal recessive; {Macular degeneration, age-related, 2}, 153800 (3), Autosomal dominant; Retinal dystrophy, early-onset severe, 248200 (3), Autosomal recessive; Retinitis pigmentosa 19, 601718 (3), Autosomal recessive; Stargardt disease 1, 248200 (3), Autosomal recessive
ENSG00000198707	?Bardet-Biedl syndrome 14, 615991 (3), Autosomal recessive; Joubert syndrome 5, 610188 (3), Autosomal recessive; Leber congenital amaurosis 10, 611755 (3); Meckel syndrome 4, 611134 (3), Autosomal recessive; Senior-Loken syndrome 6, 610189 (3), Autosomal recessive
ENSG00000198732	Microphthalmia with limb anomalies, 206920 (3), Autosomal recessive
ENSG00000198734	{Budd-Chiari syndrome}, 600880 (3), Autosomal recessive; Factor V deficiency, 227400 (3), Autosomal recessive; {Pregnancy loss, recurrent, susceptibility to, 1}, 614389 (3), Autosomal dominant; {Stroke, ischemic, susceptibility to}, 601367 (3), Multifactorial; Thrombophilia due to activated protein C resistance, 188055 (3), Autosomal dominant; {Thrombophilia, susceptibility to, due to factor V Leiden}, 188055 (3), Autosomal dominant
ENSG00000198793	Focal cortical dysplasia, type II, somatic, 607341 (3); Smith-Kingsmore syndrome, 616638 (3), Autosomal dominant
ENSG00000198799	Urofacial syndrome 2, 615112 (3), Autosomal recessive
ENSG00000198805	Immunodeficiency due to purine nucleoside phosphorylase deficiency, 613179 (3), Autosomal recessive
ENSG00000198807	Tooth agenesis, selective, 3, 604625 (3), Autosomal dominant
ENSG00000198814	Glycerol kinase deficiency, 307030 (3), X-linked recessive
ENSG00000198821	?Immunodeficiency 25, 610163 (3), Autosomal recessive
ENSG00000198824	Mental retardation, autosomal dominant 40, 616579 (3), Autosomal dominant
ENSG00000198835	Leukodystrophy, hypomyelinating, 2, 608804 (3), Autosomal recessive; Lymphedema, hereditary, IC, 613480 (3), Autosomal dominant; Spastic paraplegia 44, autosomal recessive, 613206 (3), Autosomal recessive
ENSG00000198836	Behr syndrome, 210000 (3), Autosomal recessive; {Glaucoma, normal tension, susceptibility to}, 606657 (3); ?Mitochondrial DNA depletion syndrome 14 (encephalocardiomyopathic type), 616896 (3); Optic atrophy 1, 165500 (3), Autosomal dominant; Optic atrophy plus syndrome, 125250 (3), Autosomal dominant
ENSG00000198848	Drug metabolism, altered, CES1-related, 618057 (3)
ENSG00000198851	Immunodeficiency 18, 615615 (3), Autosomal recessive; Immunodeficiency 18, SCID variant, 615615 (3), Autosomal recessive
ENSG00000198853	Mental retardation, autosomal recessive 61, 617773 (3), Autosomal recessive
ENSG00000198860	Pontocerebellar hypoplasia, type 2F, 617026 (3), Autosomal recessive
ENSG00000198900	DNA topoisomerase I, camptothecin-resistant (3)
ENSG00000198910	CRASH syndrome, 303350 (3), X-linked recessive; Corpus callosum, partial agenesis of, 304100 (3), X-linked recessive; Hydrocephalus due to aqueductal stenosis, 307000 (3), X-linked recessive; Hydrocephalus with Hirschsprung disease, 307000 (3), X-linked recessive; Hydrocephalus with congenital idiopathic intestinal pseudoobstruction, 307000 (3), X-linked recessive; MASA syndrome, 303350 (3), X-linked recessive
ENSG00000198920	?Orofaciodigital syndrome XV, 617127 (3), Autosomal recessive
ENSG00000198931	Adenine phosphoribosyltransferase deficiency, 614723 (3), Autosomal recessive
ENSG00000198947	Becker muscular dystrophy, 300376 (3), X-linked recessive; Cardiomyopathy, dilated, 3B, 302045 (3), X-linked; Duchenne muscular dystrophy, 310200 (3), X-linked recessive
ENSG00000198951	Kanzaki disease, 609242 (3), Autosomal recessive; Schindler disease, type I, 609241 (3), Autosomal recessive; Schindler disease, type III, 609241 (3), Autosomal recessive
ENSG00000198954	Goldberg-Shprintzen megacolon syndrome, 609460 (3), Autosomal recessive
ENSG00000199158	Deafness, autosomal dominant 50, 613074 (3), Autosomal dominant
ENSG00000200463	Leukoencephalopathy, brain calcifications, and cysts, 614561 (3), Autosomal recessive
ENSG00000203485	Charcot-Marie-Tooth disease, dominant intermediate E, 614455 (3), Autosomal dominant; Glomerulosclerosis, focal segmental, 5, 613237 (3)
ENSG00000203618	Bernard-Soulier syndrome, type B, 231200 (3), Autosomal recessive; Giant platelet disorder, isolated, 231200 (3), Autosomal recessive
ENSG00000203667	Mitochondrial complex IV deficiency, 220110 (3), Autosomal recessive, Mitochondrial
ENSG00000203710	[Blood group, Knops system], 607486 (3); CR1 deficiency (1); {Malaria, severe, resistance to}, 611162 (3); {?SLE susceptibility} (1)
ENSG00000203747	Immunodeficiency 20, 615707 (3), Autosomal recessive
ENSG00000203782	Vohwinkel syndrome with ichthyosis, 604117 (3), Autosomal dominant
ENSG00000203859	Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency, 201810 (3), Autosomal recessive
ENSG00000203867	Cardiomyopathy, dilated, 1DD, 613172 (3), Autosomal dominant
ENSG00000203877	?Spondylocostal dysostosis 6, 616566 (3), Autosomal recessive
ENSG00000203879	Mental retardation, X-linked 41, 300849 (3), X-linked dominant
ENSG00000203883	Hypotrichosis-lymphedema-telangiectasia syndrome, 607823 (3), Autosomal recessive; Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome, 137940 (3), Autosomal dominant
ENSG00000203908	Hydatidiform mole, recurrent, 2, 614293 (3), Autosomal recessive
ENSG00000204020	Ichthyosis, congenital, autosomal recessive 8, 613943 (3), Autosomal recessive
ENSG00000204103	Duane retraction syndrome 3, 617041 (3), Autosomal dominant; Multicentric carpotarsal osteolysis syndrome, 166300 (3), Autosomal dominant
ENSG00000204104	Senior-Loken syndrome 9, 616629 (3), Autosomal recessive
ENSG00000204120	{Parkinson disease 11}, 607688 (3)
ENSG00000204217	Pulmonary hypertension, familial primary, 1, with or without HHT, 178600 (3), Autosomal dominant; Pulmonary hypertension, primary, fenfluramine or dexfenfluramine-associated, 178600 (3), Autosomal dominant; Pulmonary venoocclusive disease 1, 265450 (3), Autosomal dominant
ENSG00000204248	Deafness, autosomal dominant 13, 601868 (3), Autosomal dominant; Deafness, autosomal recessive 53, 609706 (3), Autosomal recessive; Fibrochondrogenesis 2, 614524 (3), Autosomal recessive, Autosomal dominant; Otospondylomegaepiphyseal dysplasia, autosomal dominant, 184840 (3), Autosomal dominant; Otospondylomegaepiphyseal dysplasia, autosomal recessive, 215150 (3), Autosomal recessive
ENSG00000204262	Ehlers-Danlos syndrome, classic type, 2, 130010 (3), Autosomal dominant
ENSG00000204264	Proteasome-associated autoinflammatory syndrome 1 and digenic forms, 256040 (3), Autosomal recessive
ENSG00000204267	Bare lymphocyte syndrome, type I, due to TAP2 deficiency, 604571 (3), Autosomal recessive
ENSG00000204290	{Sarcoidosis, susceptibility to, 2}, 612387 (3), Autosomal dominant
ENSG00000204311	Deafness, autosomal recessive 59, 610220 (3), Autosomal recessive
ENSG00000204351	Trichohepatoenteric syndrome 2, 614602 (3), Autosomal recessive
ENSG00000204370	Mitochondrial complex II deficiency, 252011 (3), Autosomal recessive; Paraganglioma and gastric stromal sarcoma, 606864 (3); Paragangliomas 1, with or without deafness, 168000 (3), Autosomal dominant; Pheochromocytoma, 171300 (3), Autosomal dominant
ENSG00000204385	?Deafness, autosomal dominant 72, 617606 (3), Autosomal dominant
ENSG00000204386	Sialidosis, type I, 256550 (3), Autosomal recessive; Sialidosis, type II, 256550 (3), Autosomal recessive
ENSG00000204394	Neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy, 617802 (3), Autosomal recessive
ENSG00000204403	{Sepsis, susceptibility to} (3)
ENSG00000204406	Mental retardation, autosomal dominant 1, 156200 (3), Autosomal dominant
ENSG00000204410	?Premature ovarian failure 13, 617442 (3), Autosomal recessive
ENSG00000204420	?Thrombocytopenia, anemia, and myelofibrosis, 617441 (3), Autosomal recessive
ENSG00000204475	{Malaria, mild, susceptibility to}, 609148 (3)
ENSG00000204498	{Rheumatoid arthritis, susceptibility to}, 180300 (3)
ENSG00000204525	{HIV-1 viremia, susceptibility to}, 609423 (3); {Psoriasis susceptibility 1}, 177900 (3), Multifactorial
ENSG00000204539	Hypotrichosis 2, 146520 (3), Autosomal dominant; Peeling skin syndrome 1, 270300 (3), Autosomal recessive
ENSG00000204644	Diabetes mellitus, transient neonatal, 1, 601410 (3)
ENSG00000204655	?Narcolepsy 7, 614250 (3), Autosomal dominant
ENSG00000204701	[C3HEX, ability to smell], 615082 (3), Autosomal dominant
ENSG00000204815	Ciliary dyskinesia, primary, 35, 617092 (3), Autosomal recessive
ENSG00000204842	{Amyotrophic lateral sclerosis, susceptibility to, 13}, 183090 (3), Autosomal dominant; {Parkinson disease, late-onset, susceptibility to}, 168600 (3), Isolated cases, Multifactorial; Spinocerebellar ataxia 2, 183090 (3), Autosomal dominant
ENSG00000204843	{Amyotrophic lateral sclerosis, susceptibility to}, 105400 (3), Autosomal recessive, Autosomal dominant; Neuropathy, distal hereditary motor, type VIIB, 607641 (3), Autosomal dominant; Perry syndrome, 168605 (3), Autosomal dominant
ENSG00000204852	Joubert syndrome 13, 614173 (3), Autosomal recessive
ENSG00000204897	Woolly hair, autosomal recessive 3, 616760 (3), Autosomal recessive
ENSG00000204922	?Mitochondrial complex III deficiency, nuclear type 9, 616111 (3), Autosomal recessive
ENSG00000204928	?Deafness, autosomal recessive 101, 615837 (3), Autosomal recessive
ENSG00000204983	Pancreatitis, hereditary, 167800 (3), Autosomal dominant; Trypsinogen deficiency, 614044 (1), Autosomal recessive
ENSG00000205084	Joubert syndrome 20, 614970 (3), Autosomal recessive; Meckel syndrome 11, 615397 (3), Autosomal recessive
ENSG00000205090	Spinocerebellar ataxia 21, 607454 (3), Autosomal dominant
